402,269335,7,8421,1,0.5
402,269335,7,8654,1,0.3
402,2384,21,3515,1,0
402,265239,20,1028,1,0.5
402,265239,20,7628,1,0.5
402,265239,20,9344,2,1
402,132220,8,1128,1,0.5
402,132220,8,7628,2,1
402,132220,8,1028,1,0.5
402,56375,23,3634,1,0.1
402,269335,7,8635,1,0.3
402,56375,23,3727,2,2.3
402,269335,7,3620,1,0.5
402,269335,7,3720,1,0.5
402,269335,7,5405,1,0.3
402,269335,7,9526,1,0
402,269335,7,5441,1,0.3
402,269335,7,8667,1,0.3
402,269335,7,120,2,1
402,128899,24,7939,1,0.3
402,269335,7,8637,1,0.3
402,128899,24,7927,1,0.3
402,128899,24,7938,1,0.3
402,128899,24,982,2,0.5
402,128899,24,8417,2,1
402,128899,24,420,1,0.5
402,128899,24,1120,1,0.5
402,128899,24,1132,1,0.6
402,128899,24,1128,1,0.5
402,128899,24,1028,2,1
402,2384,21,3513,1,0
402,128899,24,7933,1,0.6
402,2114,6,3514,1,0
402,128899,24,120,1,0.5
402,128899,24,428,2,1
402,2412,22,1008,1,1.8
402,2412,22,404,1,1.3
402,2412,22,108,1,1.8
402,56375,23,3636,1,0.1
402,56375,23,3635,1,0.1
402,56375,23,3633,1,0.1
402,128899,24,7937,1,0.3
402,56886,3,1120,1,0.5
402,269335,7,8417,2,1
402,56410,9,8667,1,0.3
402,56410,9,8637,1,0.3
402,56410,9,1020,1,0.5
402,56410,9,4620,1,0.5
402,56408,5,1544,2,1.9
402,56408,5,3514,1,0
402,2594,4,404,1,1.3
402,165297,10,1020,1,0.5
402,2594,4,1104,1,1.3
402,165297,10,120,1,0.5
402,56886,3,982,2,0.5
402,56886,3,120,2,1
402,135004,2,428,2,1
402,135004,2,8417,2,1
402,135004,2,7628,4,2
402,135004,2,1028,4,2
402,56866,1,428,3,1.5
402,56866,1,4806,12,1.6
402,2594,4,3513,1,0
402,265684,11,5405,4,1
402,2114,6,3513,1,0
402,258255,12,920,1,0.5
402,258255,12,1544,1,1
402,258255,12,1020,1,0.5
402,258255,12,1142,1,0.5
402,258255,12,5405,6,1.5
402,258255,12,1529,1,0.8
402,258255,12,6220,1,0.5
402,56410,9,8635,1,0.3
