19200,70,1076,SUPER ABARROTES CHAMPOTON,402 25-A,26-A,28,MERIDA,MERIDA,HECTOR VICTORIA AGUILAR,,97370,,104,B,3.4166666667,W0,LV,2,281,004802810070,2,2,20.92846,-89.563388,17/03/2011,41,12
19247,70,1075,COCINA MARIA ISABEL,809 20,19,21,Chochola,Chochola,CHOCHOLA,,97816,,114,D,0,W0,M,1,281,004802810070,1,1,20.751737,-89.830236,25/03/2011,0,12
19279,70,1079,FARMACIAS SIMILARES,149 75-A,42,44,Kanasin,Kanasin,XELPAC - KANASIN AMPLEACION,,97370,,132,C,5.0416666667,W0,V,1,281,004802810070,1,1,20.9361,-89.5703,01/04/2011,60.5,12
19434,70,1077,MODELORAMA KANASIN,176 19,34,32,Kanasin,Kanasin,KANASIN,,97370,,104,D,2.5926,W0,R,1,281,004802810070,1,1,20.93911,-89.56665,19/04/2011,31.1112,12
19441,70,1079,MODELORAMA CUAUHTEMOC,374 40,27,29,Cuauhtemoc,Kanasin,CUAUHTEMOC KANASIN,,97370,,104,C,4.0509333333,W0,LV,2,281,004802810070,2,2,20.934052,-89.567179,21/04/2011,48.6112,12
19649,70,1075,LA ROSITA,112 21,24,26,MERIDA,MERIDA,KOPOMA,,97818,,104,D,1.1666666667,W0,S,1,281,004802810070,1,1,20.649024,-89.904035,14/05/2011,14,12
19755,70,1079,TJON. EL NINO DOCTOR,S/N 46,33,35,Cuauhtemoc,Kanasin,CUAUHTEMOC KANASIN,,97370,1847579,104,C,7.995375,W0,LRV,3,281,004802810070,3,3,20.928167,-89.574714,01/06/2011,95.9445,12
20113,70,1079,TENDEJON LA VIRGEN DE GUADALUPE,6 60-A,73B,75,MERIDA,MERIDA,SAN ANTONIO KAUA 3,,97370,,104,D,1.3426,W0,R,1,281,004802810070,1,1,20.938055,-89.580745,01/08/2011,16.1112,12
20262,70,1076,TJON. SANTA CECILIA,44-D 39-B,18,14,Kanasin,Kanasin,FRACC. LA JOYA KANASIN,,97370,,104,D,.4166666667,W0,L,1,281,004802810070,1,1,20.93085,-89.538685,18/08/2011,5,12
20511,70,1075,PUESTO DON TONO,78 23,12,14,Chochola,Chochola,CHOCHOLA,,97816,,115,C,6.5,W0,S,1,281,004802810070,1,1,20.74904,-89.82798,24/09/2011,78,12
21483,70,1076,COCINA ECNOMICA VIANEY,112-A 23,24,24-A,Kanasin,Kanasin,KANASIN,,97370,,114,D,0,W0,L,1,281,004802810070,1,1,20.934388,-89.560187,13/02/2012,0,12
22206,70,1079,PANADERIA EL TUTI,S/N 10,29,31,Xelpac,Kanasin,XELPAC - KANASIN,,97370,,105,C,8.1064833333,W0,LRV,3,281,004802810070,3,3,20.934863,-89.575163,06/06/2012,97.2778,12
22555,70,1077,TJON. LA FATIMA,107 26,23,25,Kanasin,Kanasin,KAMASIN,,97370,,104,C,4.4166666667,W0,LR,2,281,004802810070,2,2,20.934269,-89.562035,17/08/2012,53,12
22697,70,1075,TDA. TEBEC,S/N DOMICILIO CONOCIDO,DOMICILIO CONOCIDO,DOMICILIO CONOCIDO,Tebek,Uman,TEBEC,,97395,,104,D,4.1851833333,W0,J,1,281,004802810070,1,1,20.842937,-89.709117,12/09/2012,50.2222,12
22761,70,1077,TJON. MARTITA,390 40,29,31,Cuauhtemoc,Kanasin,CUAUHTEMOC KANASIN,,97370,,104,B,7.6088,W0,LRV,3,281,004802810070,3,3,20.933075,-89.566144,28/09/2012,91.3056,12
22953,70,1079,TJON. D CARMEN,S/N 25-A,24,26,Cuauhtemoc,Kanasin,CUAUHTEMOC KANASIN,,97370,,104,B,13.215275,W0,LRV,3,281,004802810070,3,3,20.93297,-89.56131,26/10/2012,158.5833,12
23190,70,1075,TJON. ANA,15 13,4,6,UMAN,UMAN,POXILA,,97390,,104,C,6.4097333333,W0,J,1,281,004802810070,1,1,20.81731,-89.803384,30/11/2012,76.9168,12
23353,70,1076,MODELORAMA EL LOBO,143 43,14,16,Kanasin,Kanasin,PEDREGALES DE KANASIN,,97370,,133,C,4.0810083333,W0,LR,2,281,004802810070,2,2,20.939854,-89.572241,09/01/2013,48.9721,12
23637,70,1079,YZA 95 MULCHEHEN MERIDA,159 75-A,44,46,Xelpac,Kanasin,XELPAC - KANASIN AMPLEACION,,97370,,131,C,11.1458333333,W0,LRV,3,281,004802810070,3,3,20.93437,-89.574169,19/02/2013,133.75,12
23857,70,1079,CARNICERIA Y POLLERIA NACHITO,96 10,37,39,Xelpac,Kanasin,XELPAC - KANASIN,,97370,1314574,105,A,7.2245416667,W0,LV,2,281,004802810070,2,2,20.939112,-89.573848,11/03/2013,86.6945,12
23908,70,1075,COCINA GABRIEL,2 4,10,12,UMAN,UMAN,POXILA,,97390,,114,D,3.5,W0,M,1,281,004802810070,1,1,20.81774,-89.80213,20/03/2013,42,12
24045,70,1079,TDA NAYELY,199-A 73,44,46,Xelpac,Kanasin,XELPAC - KANASIN,,97370,,104,C,0,W0,R,1,281,004802810070,1,1,20.93814,-89.57742,18/04/2013,0,12
24125,70,1079,TDA GABY,155A 75A,42,44,Xelpac,Kanasin,XELPAC - KANASIN,,97370,,104,B,50.4374916667,W0,LRV,3,281,004802810070,3,3,20.934305,-89.573577,08/05/2013,605.2499,12
24144,70,1075,MULTISERVICIO SAN FRANCISCO I,97 20,21,23,MERIDA,MERIDA,KOPOMA,,97818,,115,D,1.4213,W0,J,1,281,004802810070,1,1,20.648503,-89.900756,09/05/2013,17.0556,12
24149,70,1079,TDA LOS GEMELOS,SN 56,69,71,MERIDA,MERIDA,SAN ANTONIO KAUA III,,97370,,104,C,14.9930666667,W0,LRV,3,281,004802810070,3,3,20.94204,-89.576982,09/05/2013,179.9168,12
24262,70,1076,TENDEJON EL PRIMO,125 43,16,22,Kanasin,Kanasin,PEDREGALES DE KANASIN,,97370,,105,D,2.8657416667,W0,L,1,281,004802810070,1,1,20.923654,-89.554892,07/06/2013,34.3889,12
24305,70,1079,LA VALITA,1 69,6,8,Xelpac,Kanasin,XELPAC - KANASIN,,97370,,133,A,3.7083333333,W0,LV,2,281,004802810070,2,2,20.941596,-89.573554,14/06/2013,44.5,12
