2014/03/26,101,5,10406,54,1026,1,0.9,43.1,21:40:3
2014/03/26,101,5,10406,54,1120,1,0.5,43.1,21:40:3
2014/03/26,101,5,10406,54,1542,1,0.5,43.1,21:40:3
2014/03/26,101,5,10406,54,1626,1,0.9,43.1,21:40:3
2014/03/26,101,5,10406,54,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,10739,25,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,11063,37,1542,1,0.5,43.1,21:40:3
2014/03/26,101,5,11063,37,175,2,3.9,43.1,21:40:3
2014/03/26,101,5,11602,17,1175,1,1.9,43.1,21:40:3
2014/03/26,101,5,11602,17,7628,2,1,43.1,21:40:3
2014/03/26,101,5,12486,16,1020,1,0.5,43.1,21:40:3
2014/03/26,101,5,12486,16,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,12921,11,120,1,0.5,43.1,21:40:3
2014/03/26,101,5,12921,11,7628,1,0.5,43.1,21:40:3
2014/03/26,101,5,12969,57,1620,1,0.5,43.1,21:40:3
2014/03/26,101,5,12969,57,1626,1,0.9,43.1,21:40:3
2014/03/26,101,5,12969,57,4700,1,0,43.1,21:40:3
2014/03/26,101,5,1347,14,175,2,3.9,43.1,21:40:3
2014/03/26,101,5,1347,14,475,1,1.9,43.1,21:40:3
2014/03/26,101,5,13649,26,8637,2,0.5,43.1,21:40:3
2014/03/26,101,5,13649,26,8654,1,0.3,43.1,21:40:3
2014/03/26,101,5,13649,26,8775,1,0.3,43.1,21:40:3
2014/03/26,101,5,13759,12,1028,1,0.5,43.1,21:40:3
2014/03/26,101,5,13759,12,1128,1,0.5,43.1,21:40:3
2014/03/26,101,5,13759,12,1628,1,0.5,43.1,21:40:3
2014/03/26,101,5,13759,12,168,3,3.7,43.1,21:40:3
2014/03/26,101,5,13759,12,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,13759,12,428,1,0.5,43.1,21:40:3
2014/03/26,101,5,13759,12,4617,1,0.5,43.1,21:40:3
2014/03/26,101,5,13759,12,8417,1,0.5,43.1,21:40:3
2014/03/26,101,5,13848,27,7628,1,0.5,43.1,21:40:3
2014/03/26,101,5,13848,27,9670,1,1.9,43.1,21:40:3
2014/03/26,101,5,14153,21,120,1,0.5,43.1,21:40:3
2014/03/26,101,5,14153,21,139,2,1.2,43.1,21:40:3
2014/03/26,101,5,14377,55,1026,1,0.9,43.1,21:40:3
2014/03/26,101,5,14377,55,1620,1,0.5,43.1,21:40:3
2014/03/26,101,5,14377,55,1626,1,0.9,43.1,21:40:3
2014/03/26,101,5,1498,19,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,155,32,1639,1,0.6,43.1,21:40:3
2014/03/26,101,5,155,32,1675,1,1.9,43.1,21:40:3
2014/03/26,101,5,155,32,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,1698,23,1175,1,1.9,43.1,21:40:3
2014/03/26,101,5,1698,23,1542,1,0.5,43.1,21:40:3
2014/03/26,101,5,1698,23,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,1858,61,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,1858,61,6340,1,0.5,43.1,21:40:3
2014/03/26,101,5,225,66,1120,1,0.5,43.1,21:40:3
2014/03/26,101,5,225,66,120,1,0.5,43.1,21:40:3
2014/03/26,101,5,225,66,1620,1,0.5,43.1,21:40:3
2014/03/26,101,5,225,66,1675,1,1.9,43.1,21:40:3
2014/03/26,101,5,225,66,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,225,66,420,1,0.5,43.1,21:40:3
2014/03/26,101,5,225,66,8067,1,0.5,43.1,21:40:3
2014/03/26,101,5,3012,22,1675,1,1.9,43.1,21:40:3
2014/03/26,101,5,3598,33,1675,1,1.9,43.1,21:40:3
2014/03/26,101,5,3598,33,175,2,3.9,43.1,21:40:3
2014/03/26,101,5,3598,33,4627,1,1.2,43.1,21:40:3
2014/03/26,101,5,3598,33,475,1,1.9,43.1,21:40:3
2014/03/26,101,5,3598,33,8628,1,0.3,43.1,21:40:3
2014/03/26,101,5,3598,33,8637,1,0.3,43.1,21:40:3
2014/03/26,101,5,3598,33,8704,1,0.5,43.1,21:40:3
2014/03/26,101,5,427,31,139,1,0.6,43.1,21:40:3
2014/03/26,101,5,427,31,168,1,1.2,43.1,21:40:3
2014/03/26,101,5,427,31,175,2,3.9,43.1,21:40:3
2014/03/26,101,5,5179,4,162,1,1.7,43.1,21:40:3
2014/03/26,101,5,5179,4,175,1,1.9,43.1,21:40:3
2014/03/26,101,5,5179,4,4627,2,2.3,43.1,21:40:3
