2014/04/13,8002,1,1002379,10,3,3.6,5.1,23.18
2014/04/13,8002,1,1003168,25,8,4,4,23.18
2014/04/13,8002,1,1003317,41,3,3.6,5,23.18
2014/04/13,8002,1,1003843,56,3,1.5,1.5,23.18
2014/04/13,8002,1,1003998,31,2,2.3,3.1,23.18
2014/04/13,8002,1,1004610,38,11,7.5,9.2,23.18
2014/04/13,8002,1,1004768,45,6,2.4,2.5,23.18
2014/04/13,8002,1,10095,42,2,2.7,3.9,23.18
2014/04/13,8002,1,10232,9,3,2.8,3.6,23.18
2014/04/13,8002,1,10243,27,5,3.3,4.2,23.18
2014/04/13,8002,1,10258,49,3,2.8,3.6,23.18
2014/04/13,8002,1,10285,7,1,1.3,1.9,23.18
2014/04/13,8002,1,10348,6,4,2,2,23.18
2014/04/13,8002,1,11639,22,1,1.3,1.9,23.18
2014/04/13,8002,1,11813,59,1,1.3,1.9,23.18
2014/04/13,8002,1,12229,40,5,4.3,5.9,23.18
2014/04/13,8002,1,12266,55,3,3.6,5.1,23.18
2014/04/13,8002,1,12459,47,2,2.6,3.8,23.18
2014/04/13,8002,1,12551,48,2,2.3,3.1,23.18
2014/04/13,8002,1,13067,53,3,3.6,5.5,23.18
2014/04/13,8002,1,13110,52,1,1.3,1.9,23.18
2014/04/13,8002,1,13522,13,1,1,0.6,23.18
2014/04/13,8002,1,13533,20,2,2.6,3.8,23.18
2014/04/13,8002,1,13636,29,3,2,2.2,23.18
2014/04/13,8002,1,13835,30,2,1.5,2.2,23.18
2014/04/13,8002,1,14033,32,2,2,2.3,23.18
2014/04/13,8002,1,14221,3,1,1.3,1.9,23.18
2014/04/13,8002,1,14385,57,2,1,1,23.18
2014/04/13,8002,1,14525,43,2,1,1,23.18
2014/04/13,8002,1,14833,11,1,1.3,1.9,23.18
2014/04/13,8002,1,15267,36,2,2,2.5,23.18
2014/04/13,8002,1,15336,63,3,2.5,2.9,23.18
2014/04/13,8002,1,15469,62,1,1.3,1.9,23.18
2014/04/13,8002,1,15551,19,5,2.5,2.5,23.18
2014/04/13,8002,1,2135,61,1,1.3,1.9,23.18
2014/04/13,8002,1,2398,64,3,3.3,4.9,23.18
2014/04/13,8002,1,2648,67,5,2.1,2.1,23.18
2014/04/13,8002,1,2867,17,1,1.3,1.9,23.18
2014/04/13,8002,1,2958,65,3,2,2.3,23.18
2014/04/13,8002,1,3672,28,2,2,2.4,23.18
2014/04/13,8002,1,605446,58,5,3.5,3.8,23.18
2014/04/13,8002,1,605465,44,3,1.9,2.5,23.18
2014/04/13,8002,1,605475,51,6,3.5,4,23.18
2014/04/13,8002,1,605476,15,1,1,0.6,23.18
2014/04/13,8002,1,605477,14,3,3.6,5,23.18
2014/04/13,8002,1,605494,8,3,2.8,3.7,23.18
2014/04/13,8002,1,605495,4,3,1.5,1.5,23.18
2014/04/13,8002,1,605498,5,5,4.1,5.3,23.18
2014/04/13,8002,1,605502,37,3,2,2.2,23.18
2014/04/13,8002,1,605505,2,2,1.6,2.2,23.18
2014/04/13,8002,1,605517,46,5,3.1,3.5,23.18
2014/04/13,8002,1,605520,66,8,5.3,6.6,23.18
2014/04/13,8002,1,605525,68,2,1,1.2,23.18
2014/04/13,8002,1,605535,24,5,5,7.6,23.18
2014/04/13,8002,1,616686,39,7,7,9.3,23.18
2014/04/13,8002,1,616743,54,4,2.4,3,23.18
2014/04/13,8002,1,642550,34,7,5.3,7.1,23.18
2014/04/13,8002,1,642554,50,4,3.3,4.1,23.18
