2014/04/26,6000,3,1006497,59,1,1.3,1.9,16.96
2014/04/26,6000,3,1006897,20,5,3.8,6.2,16.96
2014/04/26,6000,3,1028,13,5,3.3,4.3,16.96
2014/04/26,6000,3,1080,3,3,3.1,4.4,16.96
2014/04/26,6000,3,1164,33,2,2.6,3.8,16.96
2014/04/26,6000,3,12422,30,2,1.8,2.4,16.96
2014/04/26,6000,3,12430,50,4,2,2.2,16.96
2014/04/26,6000,3,12679,36,5,2.8,3.5,16.96
2014/04/26,6000,3,12799,34,3,2.3,2.6,16.96
2014/04/26,6000,3,12970,44,2,1,1,16.96
2014/04/26,6000,3,12982,52,2,1,1,16.96
2014/04/26,6000,3,13195,1,9,6.2,7.5,16.96
2014/04/26,6000,3,13207,6,2,2.6,3.8,16.96
2014/04/26,6000,3,1369,38,1,1.3,1.9,16.96
2014/04/26,6000,3,13931,28,2,2,2.4,16.96
2014/04/26,6000,3,14267,22,2,2.6,3.8,16.96
2014/04/26,6000,3,14458,29,16,12.1,16.2,16.96
2014/04/26,6000,3,15427,56,4,2,2,16.96
2014/04/26,6000,3,15685,42,2,1,1,16.96
2014/04/26,6000,3,1595,51,2,1,1,16.96
2014/04/26,6000,3,16381,57,3,2,1.9,16.96
2014/04/26,6000,3,16601,46,2,1,1,16.96
2014/04/26,6000,3,16825,40,12,6.3,6.9,16.96
2014/04/26,6000,3,17236,2,1,1,1.3,16.96
2014/04/26,6000,3,18108,11,8,10.1,14.4,16.96
2014/04/26,6000,3,182,25,3,2.4,3,16.96
2014/04/26,6000,3,18738,27,1,1.3,1.9,16.96
2014/04/26,6000,3,18739,14,5,2.5,2.8,16.96
2014/04/26,6000,3,19429,45,5,5,6.5,16.96
2014/04/26,6000,3,19487,55,5,5,5.6,16.96
2014/04/26,6000,3,19559,53,4,1.2,1.2,16.96
2014/04/26,6000,3,19786,43,1,1.3,1.9,16.96
2014/04/26,6000,3,2630,47,4,1.2,1.2,16.96
2014/04/26,6000,3,400017,32,4,2,2,16.96
2014/04/26,6000,3,400048,54,3,2.3,2.9,16.96
2014/04/26,6000,3,400797,4,1,1.3,1.9,16.96
2014/04/26,6000,3,416207,5,3,2.3,3.1,16.96
2014/04/26,6000,3,4561,7,5,3.3,4.2,16.96
2014/04/26,6000,3,4563,8,3,2.6,3.7,16.96
2014/04/26,6000,3,4602,58,7,3.5,3.6,16.96
2014/04/26,6000,3,4673,49,5,2.3,2.7,16.96
2014/04/26,6000,3,4698,16,6,2.7,2.8,16.96
2014/04/26,6000,3,4699,24,6,2,2,16.96
2014/04/26,6000,3,4874,12,3,2.9,3.7,16.96
2014/04/26,6000,3,650156,37,4,3.7,4.9,16.96
2014/04/26,6000,3,650161,39,7,5.9,7.7,16.96
2014/04/26,6000,3,650162,35,5,4.5,6.1,16.96
2014/04/26,6000,3,650166,41,3,3.1,4.1,16.96
2014/04/26,6000,3,650167,31,3,2.3,3,16.96
2014/04/26,6000,3,650195,17,3,2.3,3.1,16.96
2014/04/26,6000,3,650235,23,1,1.3,1.9,16.96
2014/04/26,6000,3,650240,15,5,4.9,6.9,16.96
2014/04/26,6000,3,650320,10,1,1.3,1.9,16.96
2014/04/26,6000,3,650375,9,9,7.8,10.5,16.96
2014/04/26,6000,3,650386,18,2,1.3,1.8,16.96
2014/04/26,6000,3,650535,26,1,1.3,1.9,16.96
2014/04/26,6000,3,655161,19,5,4.4,6,16.96
2014/04/26,6000,3,661518,21,6,2.6,2.9,16.96
2014/04/26,6000,3,685,48,11,5.5,5.5,16.96
2014/04/26,6000,3,912,60,3,2.3,2.7,16.96
2014/04/26,6001,3,1006317,13,2,2.6,3.8,11.7
2014/04/26,6001,3,12483,9,3,3.9,5.7,11.7
2014/04/26,6001,3,12484,11,3,3.1,4.3,11.7
2014/04/26,6001,3,12769,69,3,2.3,2.9,11.7
2014/04/26,6001,3,14264,67,6,3.7,4.5,11.7
2014/04/26,6001,3,14315,63,2,2.1,3.1,11.7
2014/04/26,6001,3,1432,50,2,2.6,3.8,11.7
2014/04/26,6001,3,15500,12,2,2.7,3.9,11.7
2014/04/26,6001,3,15933,36,3,3.4,4.7,11.7
2014/04/26,6001,3,16249,55,1,1,1.2,11.7
2014/04/26,6001,3,16799,43,6,4.8,5.9,11.7
2014/04/26,6001,3,16862,42,7,5.9,7.8,11.7
2014/04/26,6001,3,16942,10,5,3.9,4.7,11.7
2014/04/26,6001,3,17703,53,13,12.8,18.3,11.7
2014/04/26,6001,3,18085,22,3,1.5,1.5,11.7
2014/04/26,6001,3,1905,65,1,1.3,1.9,11.7
2014/04/26,6001,3,19069,15,2,1,1,11.7
2014/04/26,6001,3,19623,21,2,1,1,11.7
2014/04/26,6001,3,19719,68,2,1.8,2.4,11.7
2014/04/26,6001,3,2852,44,4,2.9,3.5,11.7
2014/04/26,6001,3,404823,61,8,6.4,8.7,11.7
2014/04/26,6001,3,404837,7,2,2.3,6.1,11.7
2014/04/26,6001,3,404867,62,2,2.6,3.8,11.7
2014/04/26,6001,3,404873,59,3,2.3,2.9,11.7
2014/04/26,6001,3,404894,52,1,1.3,1.9,11.7
2014/04/26,6001,3,404994,38,8,6.8,10,11.7
2014/04/26,6001,3,405537,8,2,2.6,3.8,11.7
2014/04/26,6001,3,405597,23,3,3.4,5,11.7
2014/04/26,6001,3,405598,20,2,1,1,11.7
2014/04/26,6001,3,405808,46,3,4,5.8,11.7
2014/04/26,6001,3,406451,18,2,2.3,3.1,11.7
2014/04/26,6001,3,406453,14,5,2.5,3.1,11.7
2014/04/26,6001,3,406454,17,3,2,2.3,11.7
2014/04/26,6001,3,406607,39,3,2.6,3.3,11.7
2014/04/26,6001,3,406609,40,3,2.3,3.1,11.7
2014/04/26,6001,3,406612,35,16,8,8.4,11.7
2014/04/26,6001,3,406616,34,4,2,2.4,11.7
2014/04/26,6001,3,406619,29,7,9.3,13.5,11.7
2014/04/26,6001,3,406630,27,2,2.6,3.8,11.7
2014/04/26,6001,3,406637,24,9,10.6,15,11.7
2014/04/26,6001,3,412173,60,2,2.6,3.8,11.7
