102,15005,38,8662,4,1
102,14033,57,475,1,1.9
102,4015,39,104,1,1.3
102,4015,39,1004,1,1.3
102,14861,40,1604,1,1.3
102,14861,40,1104,1,1.3
102,14861,40,104,1,1.3
102,9999240,37,120,1,0.5
102,15005,38,8663,4,1
102,9999240,37,124,1,1.3
102,15005,38,8628,4,1
102,15005,38,8627,4,1
102,15005,38,8626,4,1
102,15005,38,8185,4,1
102,15005,38,6796,5,2.8
102,15005,38,6044,4,1
102,15005,38,5430,2,0.5
102,15005,38,982,4,1
102,14883,36,104,3,3.8
102,40904,33,9649,1,0.4
102,40904,33,8663,1,0.3
102,40904,33,6044,1,0.3
102,40904,33,5406,1,0.3
102,40904,33,175,1,1.9
102,40904,33,1628,1,0.5
102,4015,39,4602,1,0.4
102,14883,36,404,2,2.5
102,14900,41,175,1,1.9
102,9999240,37,8663,1,0.3
102,9999240,37,8626,1,0.3
102,9999240,37,8067,1,0.5
102,9999240,37,6340,1,0.5
102,9999240,37,175,1,1.9
102,9999240,37,1675,1,1.9
102,9999240,37,1624,1,1.3
102,40904,33,1527,1,1.3
102,15215,68,8626,1,0.3
102,14983,63,5405,4,1
102,9801,64,1675,1,1.9
102,9801,64,1639,1,0.6
102,9801,64,1544,1,1
102,15215,68,8705,1,0.5
102,15215,68,8703,1,0.5
102,14900,41,982,1,0.3
102,15215,68,8627,1,0.3
102,8795,53,987,2,1.2
102,15215,68,6044,1,0.3
102,9999484,67,8663,1,0.3
102,9999484,67,8637,1,0.3
102,9999484,67,8627,1,0.3
102,9999484,67,7928,1,0.6
102,9999484,67,475,1,1.9
102,9999484,67,428,1,0.5
102,15215,68,8628,1,0.3
102,14989,51,8139,1,0.6
102,22532,31,1139,1,0.6
102,14900,41,1624,1,1.3
102,14900,41,1620,1,0.5
102,14900,41,162,1,1.7
102,14900,41,120,1,0.5
102,14900,41,1175,1,1.9
102,9999350,43,8067,2,1
102,14983,63,5406,4,1
102,9811,44,162,1,1.7
102,8795,53,175,1,1.9
102,14989,51,8068,1,1
102,14989,51,124,1,1.3
102,22916,52,8775,1,0.3
102,22916,52,8667,1,0.3
102,22916,52,6227,1,1.2
102,22916,52,120,1,0.5
102,14900,41,8067,1,0.5
102,9999350,43,1620,2,1
102,14360,27,4602,2,0.8
102,9802,29,1544,1,1
102,9802,29,1175,1,1.9
102,9802,29,1128,2,1
102,9802,29,1028,2,1
102,14338,28,987,1,0.6
102,14338,28,8703,1,0.5
102,24543,12,428,1,0.5
102,14338,28,120,1,0.5
102,9802,29,1628,4,2
102,14360,27,1604,3,3.8
102,14360,27,1104,2,2.5
102,14360,27,104,3,3.8
102,24802,14,8088,20,2.6
102,24802,14,1715,20,2.6
102,3750,13,7628,4,2
102,9997089,32,4602,2,0.8
102,14338,28,7628,1,0.5
102,9802,29,6340,1,0.5
102,14033,57,175,1,1.9
102,14496,58,1675,1,1.9
102,16263,61,6220,2,1
102,9694,60,175,1,1.9
102,9694,60,1639,2,1.2
102,40912,30,404,1,1.3
102,40912,30,1104,1,1.3
102,9802,29,1620,2,1
102,9802,29,7628,2,1
102,9802,29,1624,1,1.3
102,9802,29,5405,1,0.3
102,9802,29,4627,1,1.2
102,9802,29,4620,2,1
102,9802,29,4617,2,1
102,9802,29,428,2,1
102,9802,29,1720,1,0.5
102,24543,12,1128,1,0.5
102,40912,30,104,1,1.3
102,40269,21,7628,1,0.5
102,15521,15,1624,1,1.3
102,15521,15,1175,1,1.9
102,15521,15,1120,1,0.5
102,9319,26,1544,5,4.9
102,9319,26,1542,14,7
102,9319,26,1527,3,3.8
102,3750,13,124,1,1.3
102,40269,21,8185,1,0.3
102,9990472,10,139,1,0.6
102,40269,21,420,1,0.5
102,40269,21,1120,1,0.5
102,22532,31,1639,1,0.6
102,22532,31,1544,1,1
102,22532,31,1542,1,0.5
102,22532,31,1527,1,1.3
102,9700,66,8775,1,0.3
102,40269,21,982,1,0.3
102,22872,11,1604,3,3.8
102,24543,12,1028,1,0.5
102,17927,3,8706,1,0.5
102,17927,3,1620,1,0.5
102,17927,3,1120,1,0.5
102,40877,4,8068,1,1
102,40877,4,1675,1,1.9
102,40877,4,1624,1,1.3
102,15521,15,420,1,0.5
102,22872,11,404,3,3.8
102,15521,15,6789,1,0.6
102,22872,11,1104,3,3.8
102,22872,11,104,6,7.6
102,22872,11,1004,3,3.8
102,9990472,10,6340,1,0.5
102,9990472,10,1624,1,1.3
102,9990472,10,1620,1,0.5
102,22532,31,1120,1,0.5
102,22872,11,4602,7,2.8
102,18003,20,4602,1,0.4
102,14288,23,162,1,1.7
102,14288,23,1120,1,0.5
102,14290,22,175,1,1.9
102,14290,22,1527,10,12.5
102,14319,16,8068,1,1
102,14319,16,175,1,1.9
102,13764,17,7628,2,1
102,14319,16,1020,1,0.5
102,40759,24,1620,1,0.5
102,18003,20,1104,1,1.3
102,14298,19,982,2,0.5
102,14298,19,8705,1,0.5
102,14298,19,175,1,1.9
102,19475,18,175,1,1.9
102,19475,18,1624,1,1.3
102,14898,35,124,1,1.3
102,14319,16,1620,1,0.5
102,9855,25,1628,1,0.5
102,9999484,67,1675,1,1.9
102,14898,35,1020,1,0.5
102,14956,34,8068,1,1
102,14956,34,1620,1,0.5
102,24719,47,8667,1,0.3
102,24719,47,8654,1,0.3
102,24719,47,8637,1,0.3
102,14288,23,1620,1,0.5
102,9855,25,987,1,0.6
102,40759,24,120,1,0.5
102,9855,25,1624,1,1.3
102,9855,25,1028,1,0.5
102,40759,24,8421,1,0.5
102,40759,24,7930,1,0.6
102,40759,24,5406,2,0.5
102,40759,24,1675,1,1.9
102,13764,17,1544,10,9.7
102,24719,47,8636,1,0.3
102,9998635,6,1120,1,0.5
102,9315,7,7628,1,0.5
102,9315,7,4617,1,0.5
102,9315,7,1628,1,0.5
102,9315,7,1620,1,0.5
102,9315,7,120,1,0.5
102,9315,7,1120,1,0.5
102,13764,17,8417,2,1
102,9998635,6,4620,1,0.5
102,20339,8,139,2,1.2
102,9998635,6,1027,1,1.2
102,7709,5,475,1,1.9
102,7709,5,120,1,0.5
102,9990550,1,8067,1,0.5
102,9990550,1,1675,1,1.9
102,9990550,1,1175,1,1.9
102,14545,2,1580,1,4.2
102,9315,7,1075,1,1.9
102,20339,8,7933,1,0.6
102,13764,17,1542,30,15
102,13764,17,1527,5,6.3
102,14304,9,8421,1,0.5
102,14304,9,7928,1,0.6
102,14304,9,7923,1,0.3
102,14304,9,5406,1,0.3
102,14304,9,1675,1,1.9
102,20339,8,1075,1,1.9
102,20339,8,7934,2,1.2
102,20339,8,120,2,1
102,20339,8,7929,2,1.2
102,20339,8,7628,2,1
102,20339,8,475,1,1.9
102,20339,8,175,1,1.9
102,20339,8,168,2,2.5
102,20339,8,1675,2,3.9
102,14898,35,1620,2,1
102,14304,9,1624,1,1.3
102,11683,56,475,1,1.9
102,4690,62,7928,1,0.6
102,4690,62,175,1,1.9
102,4690,62,1639,1,0.6
102,4690,62,1544,1,1
102,4690,62,139,1,0.6
102,4690,62,1175,1,1.9
102,11655,55,8421,1,0.5
102,15722,59,1627,2,2.3
102,4690,62,8705,1,0.5
102,11683,56,420,1,0.5
102,11683,56,175,1,1.9
102,11683,56,1620,1,0.5
102,11683,56,120,1,0.5
102,11683,56,1175,1,1.9
102,11683,56,1120,1,0.5
102,14898,35,120,2,1
102,4690,62,1124,1,1.3
102,21568,65,8067,1,0.5
102,6794,42,1542,12,6
102,9700,66,8667,1,0.3
102,9700,66,8654,1,0.3
102,9700,66,8637,1,0.3
102,9700,66,124,1,1.3
102,21568,65,987,1,0.6
102,21568,65,8704,1,0.5
102,4690,62,8635,1,0.3
102,21568,65,8068,1,1
102,4690,62,8637,1,0.3
102,21568,65,7928,1,0.6
102,21568,65,4620,1,0.5
102,21568,65,1720,1,0.5
102,21568,65,1624,1,1.3
102,21568,65,1620,1,0.5
102,4690,62,987,1,0.6
102,11655,55,5405,1,0.3
102,21568,65,8703,1,0.5
102,5866,45,4617,1,0.5
102,15020,48,1104,1,1.3
102,15020,48,1004,1,1.3
102,6570,46,7628,1,0.5
102,6570,46,175,1,1.9
102,6570,46,1620,1,0.5
102,5866,45,8626,1,0.3
102,11655,55,987,1,0.6
102,5866,45,7628,1,0.5
102,11001,49,4602,2,0.8
102,5866,45,1020,1,0.5
102,14898,35,7930,1,0.6
102,14898,35,7928,1,0.6
