2014/03/05,9001,6,4099,43,8705,1,0.5,22:19:8
2014/03/05,9001,6,8515,66,8627,2,0.5,22:19:8
2014/03/05,9001,6,7622,56,8628,1,0.3,22:19:8
2014/03/05,9001,6,7622,56,8626,1,0.3,22:19:8
2014/03/05,9001,6,7622,56,4620,1,0.5,22:19:8
2014/03/05,9001,6,7622,56,1075,1,1.9,22:19:8
2014/03/05,9001,6,895149,51,1675,2,3.9,22:19:8
2014/03/05,9001,6,895149,51,1139,2,1.2,22:19:8
2014/03/05,9001,6,2313,50,1542,4,2,22:19:8
2014/03/05,9001,6,895786,49,8636,1,0.3,22:19:8
2014/03/05,9001,6,895786,49,175,1,1.9,22:19:8
2014/03/05,9001,6,897402,48,8417,2,1,22:19:8
2014/03/05,9001,6,897402,48,4620,1,0.5,22:19:8
2014/03/05,9001,6,103858,47,5442,20,5,22:19:8
2014/03/05,9001,6,105590,55,1175,1,1.9,22:19:8
2014/03/05,9001,6,11539,44,982,2,0.5,22:19:8
2014/03/05,9001,6,1936,8,8067,2,1,22:19:8
2014/03/05,9001,6,2568,46,8641,1,0.5,22:19:8
2014/03/05,9001,6,2568,46,8662,1,0.3,22:19:8
2014/03/05,9001,6,2568,46,8705,1,0.5,22:19:8
2014/03/05,9001,6,891522,45,175,1,1.9,22:19:8
2014/03/05,9001,6,103858,47,5406,50,12.5,22:19:8
2014/03/05,9001,6,11539,44,8185,2,0.5,22:19:8
2014/03/05,9001,6,103858,47,5405,50,12.5,22:19:8
2014/03/05,9001,6,11539,44,987,1,0.6,22:19:8
2014/03/05,9001,6,4099,43,1620,1,0.5,22:19:8
2014/03/05,9001,6,4099,43,175,1,1.9,22:19:8
2014/03/05,9001,6,4099,43,7628,1,0.5,22:19:8
2014/03/05,9001,6,4099,43,8185,1,0.3,22:19:8
2014/03/05,9001,6,105590,55,1627,1,1.2,22:19:8
2014/03/05,9001,6,11539,44,8139,1,0.6,22:19:8
2014/03/05,9001,6,105589,57,8703,1,0.5,22:19:8
2014/03/05,9001,6,117764,32,6340,1,0.5,22:19:8
2014/03/05,9001,6,104042,70,7628,1,0.5,22:19:8
2014/03/05,9001,6,104042,70,1128,1,0.5,22:19:8
2014/03/05,9001,6,104791,69,427,1,1.2,22:19:8
2014/03/05,9001,6,104791,69,1620,1,0.5,22:19:8
2014/03/05,9001,6,104791,69,1127,1,1.2,22:19:8
2014/03/05,9001,6,11354,67,4602,1,0.4,22:19:8
2014/03/05,9001,6,140681,64,175,1,1.9,22:19:8
2014/03/05,9001,6,140681,64,127,1,1.2,22:19:8
2014/03/05,9001,6,140681,64,1175,1,1.9,22:19:8
2014/03/05,9001,6,140681,64,1127,1,1.2,22:19:8
2014/03/05,9001,6,8361,62,1175,1,1.9,22:19:8
2014/03/05,9001,6,105589,57,8900,1,0.5,22:19:8
2014/03/05,9001,6,7622,56,8703,1,0.5,22:19:8
2014/03/05,9001,6,105589,57,1628,1,0.5,22:19:8
2014/03/05,9001,6,106622,54,1139,1,0.6,22:19:8
2014/03/05,9001,6,106622,54,120,1,0.5,22:19:8
2014/03/05,9001,6,106622,54,139,1,0.6,22:19:8
2014/03/05,9001,6,105589,57,1039,2,1.2,22:19:8
2014/03/05,9001,6,105589,57,1128,1,0.5,22:19:8
2014/03/05,9001,6,105589,57,8706,1,0.5,22:19:8
2014/03/05,9001,6,105589,57,1620,1,0.5,22:19:8
2014/03/05,9001,6,105589,57,8705,1,0.5,22:19:8
2014/03/05,9001,6,105589,57,1720,1,0.5,22:19:8
2014/03/05,9001,6,105589,57,439,2,1.2,22:19:8
2014/03/05,9001,6,105589,57,4617,1,0.5,22:19:8
2014/03/05,9001,6,105589,57,7628,1,0.5,22:19:8
2014/03/05,9001,6,105589,57,8426,1,1.2,22:19:8
2014/03/05,9001,6,1936,8,120,2,1,22:19:8
2014/03/05,9001,6,105589,57,1139,2,1.2,22:19:8
2014/03/05,9001,6,897371,16,8626,1,0.3,22:19:8
2014/03/05,9001,6,896478,13,428,1,0.5,22:19:8
2014/03/05,9001,6,896478,13,175,2,3.9,22:19:8
2014/03/05,9001,6,10284,14,1727,1,1.2,22:19:8
2014/03/05,9001,6,10284,14,1628,1,0.5,22:19:8
2014/03/05,9001,6,105617,15,4602,1,0.4,22:19:8
2014/03/05,9001,6,105617,15,1604,1,1.3,22:19:8
2014/03/05,9001,6,897371,16,8775,1,0.3,22:19:8
2014/03/05,9001,6,897371,16,8706,1,0.5,22:19:8
2014/03/05,9001,6,897371,16,8703,1,0.5,22:19:8
2014/03/05,9001,6,897371,16,8663,1,0.3,22:19:8
2014/03/05,9001,6,897371,16,8662,1,0.3,22:19:8
2014/03/05,9001,6,897371,16,8654,1,0.3,22:19:8
2014/03/05,9001,6,897371,16,8637,1,0.3,22:19:8
2014/03/05,9001,6,1936,8,175,10,19.4,22:19:8
2014/03/05,9001,6,897371,16,1120,1,0.5,22:19:8
2014/03/05,9001,6,117764,32,987,1,0.6,22:19:8
2014/03/05,9001,6,6532,39,1675,1,1.9,22:19:8
2014/03/05,9001,6,6532,39,175,1,1.9,22:19:8
2014/03/05,9001,6,3875,41,175,1,1.9,22:19:8
2014/03/05,9001,6,141648,17,1627,1,1.2,22:19:8
2014/03/05,9001,6,897371,16,8636,3,0.8,22:19:8
2014/03/05,9001,6,141648,17,8628,1,0.3,22:19:8
2014/03/05,9001,6,897371,16,8627,1,0.3,22:19:8
2014/03/05,9001,6,897371,16,1175,1,1.9,22:19:8
2014/03/05,9001,6,897371,16,1620,2,1,22:19:8
2014/03/05,9001,6,897371,16,1675,1,1.9,22:19:8
2014/03/05,9001,6,897371,16,1720,1,0.5,22:19:8
2014/03/05,9001,6,897371,16,4620,1,0.5,22:19:8
2014/03/05,9001,6,896478,13,7933,1,0.6,22:19:8
2014/03/05,9001,6,141648,17,8626,1,0.3,22:19:8
2014/03/05,9001,6,4234,10,4617,1,0.5,22:19:8
2014/03/05,9001,6,896478,13,4617,1,0.5,22:19:8
2014/03/05,9001,6,118458,6,475,1,1.9,22:19:8
2014/03/05,9001,6,463489,7,1128,1,0.5,22:19:8
2014/03/05,9001,6,463489,7,1628,1,0.5,22:19:8
2014/03/05,9001,6,463489,7,4617,1,0.5,22:19:8
2014/03/05,9001,6,118458,6,1075,1,1.9,22:19:8
2014/03/05,9001,6,4234,10,1628,1,0.5,22:19:8
2014/03/05,9001,6,7288,5,7628,1,0.5,22:19:8
2014/03/05,9001,6,4234,10,7628,1,0.5,22:19:8
2014/03/05,9001,6,5954,9,1120,1,0.5,22:19:8
2014/03/05,9001,6,5954,9,120,1,0.5,22:19:8
2014/03/05,9001,6,5954,9,1620,1,0.5,22:19:8
2014/03/05,9001,6,5954,9,420,1,0.5,22:19:8
2014/03/05,9001,6,8515,66,8628,1,0.3,22:19:8
2014/03/05,9001,6,4234,10,1128,1,0.5,22:19:8
2014/03/05,9001,6,105776,12,175,1,1.9,22:19:8
2014/03/05,9001,6,1936,8,1620,5,2.5,22:19:8
2014/03/05,9001,6,896478,13,8067,1,0.5,22:19:8
2014/03/05,9001,6,896478,13,8654,1,0.3,22:19:8
2014/03/05,9001,6,896478,13,8667,1,0.3,22:19:8
2014/03/05,9001,6,896478,13,8703,1,0.5,22:19:8
2014/03/05,9001,6,118458,6,1175,1,1.9,22:19:8
2014/03/05,9001,6,896478,13,982,1,0.3,22:19:8
2014/03/05,9001,6,896478,13,7930,1,0.6,22:19:8
2014/03/05,9001,6,105777,11,1175,1,1.9,22:19:8
2014/03/05,9001,6,105777,11,1675,1,1.9,22:19:8
2014/03/05,9001,6,7288,5,1028,1,0.5,22:19:8
2014/03/05,9001,6,7288,5,1120,1,0.5,22:19:8
2014/03/05,9001,6,7288,5,1620,1,0.5,22:19:8
2014/03/05,9001,6,7288,5,1675,1,1.9,22:19:8
2014/03/05,9001,6,896478,13,8704,1,0.5,22:19:8
2014/03/05,9001,6,4626,23,1142,1,0.5,22:19:8
2014/03/05,9001,6,104042,70,8654,1,0.3,22:19:8
2014/03/05,9001,6,4954,22,6047,1,0.5,22:19:8
2014/03/05,9001,6,4954,22,6044,1,0.3,22:19:8
2014/03/05,9001,6,4954,22,6043,1,0.3,22:19:8
2014/03/05,9001,6,4954,22,6041,1,0.5,22:19:8
2014/03/05,9001,6,4954,22,6040,1,0.3,22:19:8
2014/03/05,9001,6,4954,22,1527,3,3.8,22:19:8
2014/03/05,9001,6,4626,23,7628,1,0.5,22:19:8
2014/03/05,9001,6,4626,23,6340,1,0.5,22:19:8
2014/03/05,9001,6,4626,23,6220,1,0.5,22:19:8
2014/03/05,9001,6,4626,23,4617,1,0.5,22:19:8
2014/03/05,9001,6,4626,23,428,1,0.5,22:19:8
2014/03/05,9001,6,4626,23,1628,1,0.5,22:19:8
2014/03/05,9001,6,4954,22,7106,1,0.3,22:19:8
2014/03/05,9001,6,891846,26,1675,1,1.9,22:19:8
2014/03/05,9001,6,140308,37,8654,1,0.3,22:19:8
2014/03/05,9001,6,140308,37,8662,1,0.3,22:19:8
2014/03/05,9001,6,896999,30,132,4,2.2,22:19:8
2014/03/05,9001,6,10047,29,6043,2,0.5,22:19:8
2014/03/05,9001,6,10047,29,8637,4,1,22:19:8
2014/03/05,9001,6,4626,23,139,2,1.2,22:19:8
2014/03/05,9001,6,891846,26,120,1,0.5,22:19:8
2014/03/05,9001,6,4626,23,120,1,0.5,22:19:8
2014/03/05,9001,6,891846,26,7628,2,1,22:19:8
2014/03/05,9001,6,891846,26,8067,1,0.5,22:19:8
2014/03/05,9001,6,11788,24,5429,4,1,22:19:8
2014/03/05,9001,6,11788,24,5430,4,1,22:19:8
2014/03/05,9001,6,4626,23,1124,1,1.3,22:19:8
2014/03/05,9001,6,4954,22,8626,1,0.3,22:19:8
2014/03/05,9001,6,891846,26,1120,1,0.5,22:19:8
