2014/03/18,306,12,10599,2,1027,2,2.3,55.96,19:19:14
2014/03/18,306,12,10599,2,1127,2,2.3,55.96,19:19:14
2014/03/18,306,12,10599,2,127,2,2.3,55.96,19:19:14
2014/03/18,306,12,10601,25,1027,2,2.3,55.96,19:19:14
2014/03/18,306,12,10601,25,1127,2,2.3,55.96,19:19:14
2014/03/18,306,12,10601,25,127,2,2.3,55.96,19:19:14
2014/03/18,306,12,10603,18,1020,1,0.5,55.96,19:19:14
2014/03/18,306,12,10603,18,1120,1,0.5,55.96,19:19:14
2014/03/18,306,12,10603,18,120,1,0.5,55.96,19:19:14
2014/03/18,306,12,10603,18,127,4,4.7,55.96,19:19:14
2014/03/18,306,12,10603,18,427,2,2.3,55.96,19:19:14
2014/03/18,306,12,10603,18,5405,1,0.3,55.96,19:19:14
2014/03/18,306,12,11852,22,1032,1,0.6,55.96,19:19:14
2014/03/18,306,12,11852,22,132,1,0.6,55.96,19:19:14
2014/03/18,306,12,11852,22,5405,2,0.5,55.96,19:19:14
2014/03/18,306,12,11852,22,5406,2,0.5,55.96,19:19:14
2014/03/18,306,12,11852,22,5441,1,0.3,55.96,19:19:14
2014/03/18,306,12,11852,22,6232,1,0.6,55.96,19:19:14
2014/03/18,306,12,11852,22,7937,1,0.3,55.96,19:19:14
2014/03/18,306,12,11852,22,982,2,0.5,55.96,19:19:14
2014/03/18,306,12,22933,4,1136,1,1.8,55.96,19:19:14
2014/03/18,306,12,22933,4,136,1,1.8,55.96,19:19:14
2014/03/18,306,12,25198,9,1028,1,0.5,55.96,19:19:14
2014/03/18,306,12,25198,9,1128,1,0.5,55.96,19:19:14
2014/03/18,306,12,25198,9,1220,2,1,55.96,19:19:14
2014/03/18,306,12,25198,9,1527,1,1.3,55.96,19:19:14
2014/03/18,306,12,25198,9,428,1,0.5,55.96,19:19:14
2014/03/18,306,12,25198,9,7628,2,1,55.96,19:19:14
2014/03/18,306,12,26253,7,1023,1,1,55.96,19:19:14
2014/03/18,306,12,26253,7,1120,1,0.5,55.96,19:19:14
2014/03/18,306,12,26253,7,120,1,0.5,55.96,19:19:14
2014/03/18,306,12,26253,7,1220,1,0.5,55.96,19:19:14
2014/03/18,306,12,26253,7,1542,1,0.5,55.96,19:19:14
2014/03/18,306,12,26253,7,1544,1,1,55.96,19:19:14
2014/03/18,306,12,26253,7,4620,1,0.5,55.96,19:19:14
2014/03/18,306,12,26253,7,5406,2,0.5,55.96,19:19:14
2014/03/18,306,12,26253,7,5430,2,0.5,55.96,19:19:14
2014/03/18,306,12,26253,7,6220,1,0.5,55.96,19:19:14
2014/03/18,306,12,26253,7,7932,1,0.6,55.96,19:19:14
2014/03/18,306,12,26253,7,7937,1,0.3,55.96,19:19:14
2014/03/18,306,12,26253,7,7938,1,0.3,55.96,19:19:14
2014/03/18,306,12,26253,7,8636,1,0.3,55.96,19:19:14
2014/03/18,306,12,26253,7,8654,1,0.3,55.96,19:19:14
2014/03/18,306,12,26253,7,8663,1,0.3,55.96,19:19:14
2014/03/18,306,12,26253,7,987,1,0.6,55.96,19:19:14
2014/03/18,306,12,26519,5,1136,1,1.8,55.96,19:19:14
2014/03/18,306,12,26519,5,127,1,1.2,55.96,19:19:14
2014/03/18,306,12,26519,5,132,1,0.6,55.96,19:19:14
2014/03/18,306,12,26519,5,136,1,1.8,55.96,19:19:14
2014/03/18,306,12,26519,5,436,2,3.5,55.96,19:19:14
2014/03/18,306,12,26519,5,5391,1,1.8,55.96,19:19:14
2014/03/18,306,12,26519,5,8440,1,1.8,55.96,19:19:14
2014/03/18,306,12,26709,8,1027,2,2.3,55.96,19:19:14
2014/03/18,306,12,26709,8,1127,1,1.2,55.96,19:19:14
2014/03/18,306,12,26709,8,127,7,8.2,55.96,19:19:14
2014/03/18,306,12,26709,8,136,1,1.8,55.96,19:19:14
2014/03/18,306,12,26709,8,1542,2,1,55.96,19:19:14
2014/03/18,306,12,26709,8,427,2,2.3,55.96,19:19:14
2014/03/18,306,12,26709,8,6227,1,1.2,55.96,19:19:14
2014/03/18,306,12,2749,13,1020,3,1.5,55.96,19:19:14
2014/03/18,306,12,2749,13,120,1,0.5,55.96,19:19:14
2014/03/18,306,12,2749,13,1544,4,3.9,55.96,19:19:14
2014/03/18,306,12,2749,13,420,1,0.5,55.96,19:19:14
2014/03/18,306,12,2749,13,5405,1,0.3,55.96,19:19:14
2014/03/18,306,12,2749,13,5406,1,0.3,55.96,19:19:14
2014/03/18,306,12,2749,13,5441,1,0.3,55.96,19:19:14
2014/03/18,306,12,2749,13,5442,1,0.3,55.96,19:19:14
2014/03/18,306,12,30247,17,1028,5,2.5,55.96,19:19:14
2014/03/18,306,12,30247,17,1128,5,2.5,55.96,19:19:14
2014/03/18,306,12,30247,17,1136,4,7,55.96,19:19:14
2014/03/18,306,12,30247,17,1236,1,1.8,55.96,19:19:14
2014/03/18,306,12,30247,17,136,5,8.8,55.96,19:19:14
2014/03/18,306,12,30247,17,428,5,2.5,55.96,19:19:14
2014/03/18,306,12,30247,17,7628,10,5,55.96,19:19:14
2014/03/18,306,12,31814,19,1032,1,0.6,55.96,19:19:14
2014/03/18,306,12,31814,19,1132,1,0.6,55.96,19:19:14
2014/03/18,306,12,31814,19,1136,1,1.8,55.96,19:19:14
2014/03/18,306,12,31814,19,132,2,1.1,55.96,19:19:14
2014/03/18,306,12,31814,19,5405,1,0.3,55.96,19:19:14
2014/03/18,306,12,31814,19,5406,1,0.3,55.96,19:19:14
2014/03/18,306,12,31814,19,5429,1,0.3,55.96,19:19:14
2014/03/18,306,12,31814,19,6232,1,0.6,55.96,19:19:14
2014/03/18,306,12,34450,1,1032,1,0.6,55.96,19:19:14
2014/03/18,306,12,34450,1,1132,1,0.6,55.96,19:19:14
2014/03/18,306,12,34450,1,132,1,0.6,55.96,19:19:14
2014/03/18,306,12,34450,1,5405,1,0.3,55.96,19:19:14
2014/03/18,306,12,34450,1,5406,1,0.3,55.96,19:19:14
2014/03/18,306,12,34450,1,5441,1,0.3,55.96,19:19:14
2014/03/18,306,12,34450,1,5442,1,0.3,55.96,19:19:14
2014/03/18,306,12,34450,1,7938,1,0.3,55.96,19:19:14
2014/03/18,306,12,34450,1,7939,1,0.3,55.96,19:19:14
2014/03/18,306,12,4482,12,1578,20,77.8,55.96,19:19:14
2014/03/18,306,12,4482,12,6227,3,3.5,55.96,19:19:14
2014/03/18,306,12,4652,14,1020,8,4,55.96,19:19:14
2014/03/18,306,12,4652,14,1120,6,3,55.96,19:19:14
2014/03/18,306,12,4652,14,120,10,5,55.96,19:19:14
2014/03/18,306,12,4652,14,1220,3,1.5,55.96,19:19:14
