2014/04/05,6201,23,1000063,20,13,5.5,5.8,39.57
2014/04/05,6201,23,1000194,25,3,2.3,2.9,39.57
2014/04/05,6201,23,1000212,15,2,2.6,3.8,39.57
2014/04/05,6201,23,1000601,2,3,3,4.1,39.57
2014/04/05,6201,23,1006779,22,3,1.5,1.5,39.57
2014/04/05,6201,23,1007045,78,4,3.5,3.5,39.57
2014/04/05,6201,23,1007602,16,2,1.8,2.4,39.57
2014/04/05,6201,23,1007671,18,3,2.3,2.9,39.57
2014/04/05,6201,23,1007939,69,5,3.5,2.7,39.57
2014/04/05,6201,23,1008442,12,3,3.6,4.8,39.57
2014/04/05,6201,23,1009682,48,2,1.8,2.4,39.57
2014/04/05,6201,23,16207,59,1,1.3,1.9,39.57
2014/04/05,6201,23,16273,38,3,1.5,1.5,39.57
2014/04/05,6201,23,16351,11,2,2.6,3.8,39.57
2014/04/05,6201,23,16463,65,9,9.1,12,39.57
2014/04/05,6201,23,16495,84,7,6.1,7.8,39.57
2014/04/05,6201,23,16523,36,3,3.1,4.3,39.57
2014/04/05,6201,23,16736,17,2,2,2.3,39.57
2014/04/05,6201,23,16807,26,11,5.9,7,39.57
2014/04/05,6201,23,16929,14,4,3.5,4.1,39.57
2014/04/05,6201,23,17019,9,3,2.8,3.7,39.57
2014/04/05,6201,23,17043,86,3,3.3,4.1,39.57
2014/04/05,6201,23,17070,33,6,3.8,4.4,39.57
2014/04/05,6201,23,18001,31,3,1.5,1.5,39.57
2014/04/05,6201,23,18170,54,11,5.5,6.1,39.57
2014/04/05,6201,23,18442,13,6,2.2,2.4,39.57
2014/04/05,6201,23,18709,66,2,1.5,2.2,39.57
2014/04/05,6201,23,19726,24,6,5.8,6.7,39.57
2014/04/05,6201,23,20145,29,2,2,1.9,39.57
2014/04/05,6201,23,20226,45,2,2.3,3.2,39.57
2014/04/05,6201,23,20521,75,5,2.7,3.3,39.57
2014/04/05,6201,23,20763,52,3,2.8,4.2,39.57
2014/04/05,6201,23,20974,40,3,2.3,2.9,39.57
2014/04/05,6201,23,21071,67,2,1.8,2.4,39.57
2014/04/05,6201,23,21312,42,4,2,2,39.57
2014/04/05,6201,23,21749,60,2,1.8,2.4,39.57
2014/04/05,6201,23,21782,77,7,4.4,5.3,39.57
2014/04/05,6201,23,21812,1,10,10,11,39.57
2014/04/05,6201,23,21847,79,3,2.3,2.9,39.57
2014/04/05,6201,23,22305,21,5,2.3,2.3,39.57
2014/04/05,6201,23,22601,19,12,9.7,12.4,39.57
2014/04/05,6201,23,23130,61,2,1.5,2.2,39.57
2014/04/05,6201,23,24472,27,3,3.6,5.5,39.57
2014/04/05,6201,23,24490,35,9,6.4,7.6,39.57
2014/04/05,6201,23,24674,62,3,2,2.2,39.57
2014/04/05,6201,23,24684,57,27,19,20.3,39.57
2014/04/05,6201,23,24819,8,12,7.7,23.9,39.57
2014/04/05,6201,23,24878,23,3,1.5,1.5,39.57
2014/04/05,6201,23,25030,63,2,2,1.7,39.57
2014/04/05,6201,23,25453,55,16,8.2,8.8,39.57
2014/04/05,6201,23,50228,51,2,1.8,2.4,39.57
2014/04/05,6201,23,509074,83,8,5.8,7,39.57
2014/04/05,6201,23,509161,30,6,3.4,4,39.57
2014/04/05,6201,23,509411,28,12,9.1,12,39.57
2014/04/05,6201,23,51678,41,3,2.1,2.7,39.57
2014/04/05,6201,23,55000,58,5,5,5.6,39.57
2014/04/05,6201,23,55299,47,8,6.3,7.8,39.57
2014/04/05,6201,23,56861,53,5,4.3,5.3,39.57
2014/04/05,6201,23,57994,50,5,4.5,5.9,39.57
2014/04/05,6201,23,57995,49,1,1.3,1.9,39.57
2014/04/05,6201,23,59413,68,3,4,5.8,39.57
2014/04/05,6201,23,59430,74,7,3.5,3.5,39.57
2014/04/05,6201,23,59432,73,35,17,33.7,39.57
2014/04/05,6201,23,59541,80,2,1.3,2,39.57
2014/04/05,6201,23,601763,70,5,3.3,3.9,39.57
2014/04/05,6201,23,601959,64,8,5.6,7.2,39.57
2014/04/05,6201,23,64654,72,10,9.6,27.4,39.57
2014/04/05,6201,23,66147,32,2,1.8,2.4,39.57
2014/04/05,6201,23,66150,34,21,7.3,7.9,39.57
2014/04/05,6201,23,66153,6,9,8.6,11.6,39.57
2014/04/05,6201,23,66159,3,3,1.3,1.4,39.57
2014/04/05,6201,23,66160,4,2,2.6,3.8,39.57
2014/04/05,6201,23,66163,5,3,2.4,2.7,39.57
2014/04/05,6201,23,66176,37,2,2,3,39.57
2014/04/05,6201,23,66187,81,3,2.1,2.3,39.57
2014/04/05,6201,23,66188,82,4,3.3,4.1,39.57
2014/04/05,6201,23,66240,44,4,4.4,6.2,39.57
2014/04/05,6201,23,66241,43,2,2.6,3.8,39.57
2014/04/05,6201,23,66245,46,7,3.5,3.5,39.57
2014/04/05,6201,23,66250,7,7,5.1,6.3,39.57
2014/04/05,6201,23,72626,39,3,1.5,1.5,39.57
2014/04/05,6201,23,73183,10,7,7.6,25,39.57
2014/04/05,6201,23,73191,56,4,2.5,3.2,39.57
2014/04/05,6201,23,74207,76,2,2.6,3.8,39.57
2014/04/05,6201,23,74629,87,6,5.2,6.9,39.57
2014/04/05,6201,23,74632,85,29,12.1,12.9,39.57
2014/04/05,6201,23,76837,71,8,5.2,6.4,39.57
2014/04/05,6202,23,1003450,48,4,1.6,1.6,50.68
2014/04/05,6202,23,1007344,19,20,5.6,5.6,50.68
2014/04/05,6202,23,1007567,4,5,3,3.2,50.68
2014/04/05,6202,23,1008550,11,3,2.3,2.9,50.68
2014/04/05,6202,23,1009154,31,3,1.3,1.3,50.68
2014/04/05,6202,23,16164,53,4,2,2.2,50.68
2014/04/05,6202,23,16348,54,4,1.8,1.9,50.68
2014/04/05,6202,23,16496,23,9,7,9,50.68
