2014/03/01,1500,8,30010,36,120,4,2,18:14:58
2014/03/01,1500,8,22502,40,162,1,1.7,18:14:58
2014/03/01,1500,8,16334,35,162,1,1.7,18:14:58
2014/03/01,1500,8,16334,35,124,1,1.3,18:14:58
2014/03/01,1500,8,30010,36,8425,1,1.2,18:14:58
2014/03/01,1500,8,30010,36,7628,6,3,18:14:58
2014/03/01,1500,8,30010,36,420,1,0.5,18:14:58
2014/03/01,1500,8,30010,36,2420,1,0.5,18:14:58
2014/03/01,1500,8,30010,36,1628,1,0.5,18:14:58
2014/03/01,1500,8,30010,36,1620,1,0.5,18:14:58
2014/03/01,1500,8,44751,34,124,1,1.3,18:14:58
2014/03/01,1500,8,30010,36,124,4,5,18:14:58
2014/03/01,1500,8,44751,34,162,1,1.7,18:14:58
2014/03/01,1500,8,30010,36,1120,1,0.5,18:14:58
2014/03/01,1500,8,30008,37,162,1,1.7,18:14:58
2014/03/01,1500,8,18726,38,162,1,1.7,18:14:58
2014/03/01,1500,8,43740,39,7628,1,0.5,18:14:58
2014/03/01,1500,8,43740,39,462,1,1.7,18:14:58
2014/03/01,1500,8,43740,39,2427,1,1.2,18:14:58
2014/03/01,1500,8,43740,39,2420,1,0.5,18:14:58
2014/03/01,1500,8,43740,39,120,2,1,18:14:58
2014/03/01,1500,8,21733,56,1120,1,0.5,18:14:58
2014/03/01,1500,8,30010,36,162,6,10,18:14:58
2014/03/01,1500,8,11362,28,162,1,1.7,18:14:58
2014/03/01,1500,8,6137,24,124,1,1.3,18:14:58
2014/03/01,1500,8,15295,25,8425,1,1.2,18:14:58
2014/03/01,1500,8,15295,25,8421,1,0.5,18:14:58
2014/03/01,1500,8,15295,25,7628,2,1,18:14:58
2014/03/01,1500,8,15295,25,2420,1,0.5,18:14:58
2014/03/01,1500,8,15295,25,124,1,1.3,18:14:58
2014/03/01,1500,8,15295,25,120,1,0.5,18:14:58
2014/03/01,1500,8,30144,26,162,1,1.7,18:14:58
2014/03/01,1500,8,30144,26,124,1,1.3,18:14:58
2014/03/01,1500,8,44751,34,120,1,0.5,18:14:58
2014/03/01,1500,8,17920,27,162,1,1.7,18:14:58
2014/03/01,1500,8,93056,41,7628,1,0.5,18:14:58
2014/03/01,1500,8,14455,29,7628,2,1,18:14:58
2014/03/01,1500,8,14455,29,162,12,20,18:14:58
2014/03/01,1500,8,14455,29,124,2,2.5,18:14:58
2014/03/01,1500,8,5351,30,124,3,3.8,18:14:58
2014/03/01,1500,8,5351,30,1162,1,1.7,18:14:58
2014/03/01,1500,8,30150,31,7628,1,0.5,18:14:58
2014/03/01,1500,8,30150,31,162,1,1.7,18:14:58
2014/03/01,1500,8,30003,32,162,2,3.3,18:14:58
2014/03/01,1500,8,44880,33,162,1,1.7,18:14:58
2014/03/01,1500,8,17920,27,7628,1,0.5,18:14:58
2014/03/01,1500,8,30190,54,162,6,10,18:14:58
2014/03/01,1500,8,22502,40,7628,1,0.5,18:14:58
2014/03/01,1500,8,21036,52,120,1,0.5,18:14:58
2014/03/01,1500,8,5520,53,7628,1,0.5,18:14:58
2014/03/01,1500,8,5520,53,420,1,0.5,18:14:58
2014/03/01,1500,8,5520,53,124,1,1.3,18:14:58
2014/03/01,1500,8,5520,53,120,1,0.5,18:14:58
2014/03/01,1500,8,5520,53,1128,1,0.5,18:14:58
2014/03/01,1500,8,30190,54,9644,1,1.7,18:14:58
2014/03/01,1500,8,30190,54,9268,1,1.2,18:14:58
2014/03/01,1500,8,21036,52,5405,2,0.5,18:14:58
2014/03/01,1500,8,30190,54,1628,1,0.5,18:14:58
2014/03/01,1500,8,20398,51,1128,1,0.5,18:14:58
2014/03/01,1500,8,30190,54,1028,1,0.5,18:14:58
2014/03/01,1500,8,20615,55,162,1,1.7,18:14:58
2014/03/01,1500,8,21733,56,8022,1,1,18:14:58
2014/03/01,1500,8,21733,56,7628,2,1,18:14:58
2014/03/01,1500,8,21733,56,462,1,1.7,18:14:58
2014/03/01,1500,8,21733,56,428,1,0.5,18:14:58
2014/03/01,1500,8,21733,56,2420,2,1,18:14:58
2014/03/01,1500,8,21733,56,1542,1,0.5,18:14:58
2014/03/01,1500,8,21733,56,124,2,2.5,18:14:58
2014/03/01,1500,8,30190,54,7628,2,1,18:14:58
2014/03/01,1500,8,31121,46,162,2,3.3,18:14:58
2014/03/01,1500,8,93056,41,124,1,1.3,18:14:58
2014/03/01,1500,8,93056,41,120,1,0.5,18:14:58
2014/03/01,1500,8,29999,42,7628,2,1,18:14:58
2014/03/01,1500,8,29999,42,127,1,1.2,18:14:58
2014/03/01,1500,8,8310,43,7628,2,1,18:14:58
2014/03/01,1500,8,8310,43,428,1,0.5,18:14:58
2014/03/01,1500,8,8310,43,162,6,10,18:14:58
2014/03/01,1500,8,8310,43,124,1,1.3,18:14:58
2014/03/01,1500,8,29996,44,8425,1,1.2,18:14:58
2014/03/01,1500,8,21036,52,1527,1,1.3,18:14:58
2014/03/01,1500,8,29000,45,1623,1,1,18:14:58
2014/03/01,1500,8,6279,23,7628,1,0.5,18:14:58
2014/03/01,1500,8,22376,47,162,5,8.4,18:14:58
2014/03/01,1500,8,31074,48,162,2,3.3,18:14:58
2014/03/01,1500,8,20160,49,124,1,1.3,18:14:58
2014/03/01,1500,8,30196,50,7628,3,1.5,18:14:58
2014/03/01,1500,8,30196,50,462,1,1.7,18:14:58
2014/03/01,1500,8,30196,50,2427,1,1.2,18:14:58
2014/03/01,1500,8,30196,50,162,6,10,18:14:58
2014/03/01,1500,8,20398,51,162,6,10,18:14:58
2014/03/01,1500,8,20398,51,124,5,6.3,18:14:58
2014/03/01,1500,8,29996,44,7628,2,1,18:14:58
2014/03/01,1500,8,44810,11,462,1,1.7,18:14:58
2014/03/01,1500,8,6137,24,162,1,1.7,18:14:58
2014/03/01,1500,8,44517,8,7628,2,1,18:14:58
2014/03/01,1500,8,44517,8,124,1,1.3,18:14:58
2014/03/01,1500,8,30367,9,162,1,1.7,18:14:58
2014/03/01,1500,8,30367,9,127,1,1.2,18:14:58
2014/03/01,1500,8,30367,9,120,1,0.5,18:14:58
2014/03/01,1500,8,22876,10,7628,1,0.5,18:14:58
2014/03/01,1500,8,22876,10,428,1,0.5,18:14:58
2014/03/01,1500,8,22876,10,124,2,2.5,18:14:58
2014/03/01,1500,8,24923,7,1628,1,0.5,18:14:58
2014/03/01,1500,8,22876,10,1028,1,0.5,18:14:58
2014/03/01,1500,8,24923,7,428,2,1,18:14:58
2014/03/01,1500,8,44810,11,1162,1,1.7,18:14:58
2014/03/01,1500,8,44390,12,8426,1,1.2,18:14:58
2014/03/01,1500,8,44390,12,8421,1,0.5,18:14:58
2014/03/01,1500,8,44390,12,6340,1,0.5,18:14:58
2014/03/01,1500,8,44390,12,6220,3,1.5,18:14:58
2014/03/01,1500,8,44390,12,2420,2,1,18:14:58
2014/03/01,1500,8,44390,12,127,4,4.7,18:14:58
2014/03/01,1500,8,44390,12,124,2,2.5,18:14:58
2014/03/01,1500,8,44390,12,120,7,3.5,18:14:58
2014/03/01,1500,8,22876,10,120,1,0.5,18:14:58
2014/03/01,1500,8,30899,2,124,1,1.3,18:14:58
2014/03/01,1500,8,21815,1,162,2,3.3,18:14:58
2014/03/01,1500,8,21815,1,124,1,1.3,18:14:58
2014/03/01,1500,8,21815,1,120,1,0.5,18:14:58
2014/03/01,1500,8,30899,2,987,1,0.6,18:14:58
2014/03/01,1500,8,30899,2,9413,1,0.5,18:14:58
2014/03/01,1500,8,30899,2,8139,2,1.2,18:14:58
2014/03/01,1500,8,30899,2,7628,1,0.5,18:14:58
2014/03/01,1500,8,30899,2,6220,1,0.5,18:14:58
2014/03/01,1500,8,30899,2,2420,1,0.5,18:14:58
2014/03/01,1500,8,24923,7,1128,1,0.5,18:14:58
2014/03/01,1500,8,30899,2,1542,1,0.5,18:14:58
2014/03/01,1500,8,44886,13,124,1,1.3,18:14:58
2014/03/01,1500,8,30899,2,120,1,0.5,18:14:58
2014/03/01,1500,8,6577,3,104,1,1.3,18:14:58
2014/03/01,1500,8,22712,4,7628,6,3,18:14:58
2014/03/01,1500,8,19628,5,7628,1,0.5,18:14:58
2014/03/01,1500,8,19628,5,162,1,1.7,18:14:58
2014/03/01,1500,8,22040,6,9268,1,1.2,18:14:58
2014/03/01,1500,8,22040,6,127,5,5.9,18:14:58
2014/03/01,1500,8,22040,6,124,6,7.5,18:14:58
2014/03/01,1500,8,24923,7,7628,12,6,18:14:58
2014/03/01,1500,8,30899,2,1544,1,1,18:14:58
2014/03/01,1500,8,90035,20,162,1,1.7,18:14:58
2014/03/01,1500,8,13898,16,162,1,1.7,18:14:58
2014/03/01,1500,8,30178,17,2420,1,0.5,18:14:58
2014/03/01,1500,8,30178,17,1127,1,1.2,18:14:58
2014/03/01,1500,8,30178,17,1120,1,0.5,18:14:58
2014/03/01,1500,8,24848,18,9376,1,1,18:14:58
2014/03/01,1500,8,24848,18,7628,1,0.5,18:14:58
