2014/05/24,104,7,11156,34,5,5,2,11.95
2014/05/24,104,7,11308,15,6,3,3,11.95
2014/05/24,104,7,12621,33,2,2,1.9,11.95
2014/05/24,104,7,12967,23,12,10.1,12,11.95
2014/05/24,104,7,13141,9,7,2.7,3.4,11.95
2014/05/24,104,7,13395,2,5,5,2,11.95
2014/05/24,104,7,14057,37,35,33,32,11.95
2014/05/24,104,7,1454,14,3,2.8,3.6,11.95
2014/05/24,104,7,14579,20,3,2.6,3,11.95
2014/05/24,104,7,153602,5,10,6.3,6.7,11.95
2014/05/24,104,7,158441,25,11,5.5,6.9,11.95
2014/05/24,104,7,159253,29,2,2.3,3.2,11.95
2014/05/24,104,7,161034,18,3,2.3,3,11.95
2014/05/24,104,7,161056,35,4,4.4,6.2,11.95
2014/05/24,104,7,161063,31,2,2,2.5,11.95
2014/05/24,104,7,161072,1,3,1.5,1.6,11.95
2014/05/24,104,7,161915,28,5,3.3,3.9,11.95
2014/05/24,104,7,175951,19,3,2,2.8,11.95
2014/05/24,104,7,175959,8,3,2.5,3.1,11.95
2014/05/24,104,7,191884,36,3,2.3,2.9,11.95
2014/05/24,104,7,193344,6,3,2,2.2,11.95
2014/05/24,104,7,196178,17,3,2,2.2,11.95
2014/05/24,104,7,199605,32,3,2,2,11.95
2014/05/24,104,7,199906,26,2,2,3.4,11.95
2014/05/24,104,7,3867,24,23,8.9,8.9,11.95
2014/05/24,104,7,409,13,3,3.9,5.7,11.95
2014/05/24,104,7,5890,7,4,2,1.6,11.95
2014/05/24,104,7,7770,10,54,27.2,26.8,11.95
2014/05/24,104,7,7912,12,9,3.3,3.3,11.95
2014/05/24,104,7,7920,4,11,6.5,6.8,11.95
2014/05/24,104,7,8517,22,4,2.1,1.7,11.95
2014/05/24,104,7,956334,30,5,5,5.6,11.95
2014/05/24,104,7,956496,16,4,3.5,2.9,11.95
2014/05/24,104,7,969928,27,2,1.5,1.9,11.95
2014/05/24,104,7,970682,21,8,8,8.1,11.95
2014/05/24,104,7,970865,3,2,2,1.9,11.95
2014/05/24,104,7,971172,11,7,3.5,3.5,11.95
2014/05/24,105,7,10148,62,3,3.4,4.7,27.31
2014/05/24,105,7,10322,39,6,3.3,3.1,27.31
2014/05/24,105,7,11110,25,1,1,1.2,27.31
2014/05/24,105,7,11297,45,4,2.8,2.7,27.31
2014/05/24,105,7,1133,12,7,7.7,10.7,27.31
2014/05/24,105,7,11720,40,1,1,1.2,27.31
2014/05/24,105,7,12222,20,3,1.5,1.8,27.31
2014/05/24,105,7,13978,28,3,1,0.5,27.31
2014/05/24,105,7,14084,42,1,1,1.2,27.31
2014/05/24,105,7,14085,11,4,2.6,3.1,27.31
