Septiembre,39,Sabado,2013-09-28,20:00:00,16:56:00,00:00:00,00:00:00,00:09:00,17:05:00,17:05:00,16:56:00,Procede
Septiembre,40,Lunes,2013-09-30,20:00:00,17:07:00,00:00:00,00:00:00,00:05:00,17:12:00,17:12:00,17:07:00,Procede
Octubre,40,Martes,2013-10-01,20:00:00,17:27:00,00:00:00,00:00:00,00:11:00,17:38:00,17:38:00,17:27:00,Procede
Octubre,40,Miercoles,2013-10-02,20:00:00,19:12:00,00:00:00,00:00:00,00:05:00,19:17:00,19:17:00,19:12:00,Procede
Octubre,40,Jueves,2013-10-03,20:00:00,18:40:00,00:00:00,00:00:00,00:09:00,18:49:00,18:49:00,18:40:00,Procede
Octubre,40,Viernes,2013-10-04,20:00:00,19:11:00,00:00:00,00:00:00,00:06:00,19:17:00,19:17:00,19:11:00,Procede
Octubre,40,Sabado,2013-10-05,20:00:00,16:02:00,00:00:00,00:00:00,00:08:00,16:10:00,16:10:00,16:02:00,Procede
Octubre,41,Lunes,2013-10-07,20:00:00,17:02:00,00:00:00,00:00:00,00:07:00,17:09:00,17:09:00,17:02:00,Procede
Octubre,41,Martes,2013-10-08,20:00:00,20:00:00,00:05:00,00:00:00,00:10:00,20:15:00,20:15:00,20:05:00,Procede
Octubre,41,Miercoles,2013-10-09,20:00:00,17:26:00,00:00:00,00:00:00,00:05:00,17:31:00,17:31:00,17:26:00,Procede
Octubre,41,Jueves,2013-10-10,20:00:00,18:46:00,00:00:00,00:00:00,00:26:00,19:12:00,19:12:00,18:46:00,Procede
Octubre,41,Viernes,2013-10-11,20:00:00,17:12:00,00:00:00,00:00:00,00:08:00,17:20:00,17:20:00,17:12:00,Procede
Octubre,41,Sabado,2013-10-12,20:00:00,16:19:00,00:00:00,00:00:00,00:07:00,16:26:00,16:26:00,16:19:00,Procede
Octubre,42,Lunes,2013-10-14,20:00:00,17:05:00,00:00:00,00:00:00,00:09:00,17:14:00,17:14:00,17:05:00,Procede
Octubre,42,Martes,2013-10-15,20:00:00,20:00:00,00:10:00,00:00:00,00:20:00,20:30:00,20:30:00,20:10:00,Procede
Octubre,42,Miercoles,2013-10-16,20:00:00,17:06:00,00:00:00,00:00:00,00:10:00,17:16:00,17:16:00,17:06:00,Procede
Octubre,42,Jueves,2013-10-17,20:00:00,17:48:00,00:00:00,00:00:00,00:10:00,17:58:00,17:58:00,17:48:00,Procede
Octubre,42,Viernes,2013-10-18,20:00:00,17:53:00,00:00:00,00:00:00,00:08:00,18:01:00,18:01:00,17:53:00,Procede
Octubre,42,Sabado,2013-10-19,20:00:00,20:00:00,00:01:00,00:00:00,00:07:00,20:08:00,20:08:00,20:01:00,Procede
Octubre,43,Lunes,2013-10-21,20:00:00,16:08:00,00:00:00,00:00:00,00:07:00,16:15:00,16:15:00,16:08:00,Procede
Octubre,43,Martes,2013-10-22,20:00:00,20:00:00,00:10:00,00:00:00,00:20:00,20:30:00,20:30:00,20:10:00,Procede
Octubre,43,Miercoles,2013-10-23,20:00:00,20:00:00,00:24:00,00:00:00,00:07:00,20:31:00,20:31:00,20:24:00,Procede
Octubre,43,Jueves,2013-10-24,20:00:00,18:22:00,00:00:00,00:00:00,00:09:00,18:31:00,18:31:00,18:22:00,Procede
Octubre,43,Viernes,2013-10-25,20:00:00,18:41:00,00:00:00,00:00:00,00:10:00,18:51:00,18:51:00,18:41:00,Procede
Octubre,43,Sabado,2013-10-26,20:00:00,18:01:00,00:00:00,00:00:00,00:11:00,18:12:00,18:12:00,18:01:00,Procede
