402,257527,31,5405,1,0.3
402,128899,32,1028,2,1
402,128899,32,104,1,1.3
402,128899,32,1120,1,0.5
402,128899,32,1128,1,0.5
402,128899,32,1162,1,1.7
402,128899,32,120,1,0.5
402,128899,32,7628,2,1
402,57037,35,6789,1,0.6
402,257527,31,1585,4,0.8
402,269335,33,6660,4,2
402,156693,29,1542,6,3
402,57166,28,120,2,1
402,2564,27,1544,5,4.9
402,2076,26,1028,1,0.5
402,2076,26,1128,1,0.5
402,57233,22,1020,1,0.5
402,57233,22,120,1,0.5
402,57233,22,175,1,1.9
402,128899,32,7924,1,0.3
402,185317,34,120,1,0.5
402,57037,35,920,1,0.5
402,2378,23,1020,1,0.5
402,2378,23,120,1,0.5
402,2378,23,1544,1,1
402,2378,23,7628,2,1
402,184979,24,1544,5,4.9
402,1985,25,1020,1,0.5
402,1985,25,7628,2,1
402,128899,32,1020,3,1.5
402,185317,34,1020,1,0.5
402,269335,33,6872,4,2
402,361805,53,1028,2,1
402,361805,53,1128,2,1
402,361805,53,6227,1,1.2
402,361805,53,7628,2,1
402,269335,33,3520,4,2
402,269335,33,3620,4,2
402,269335,33,3720,6,3
402,143838,4,8637,2,0.5
402,265684,50,1542,10,5
402,340946,1,982,2,0.5
402,143838,4,5905,1,0.6
402,61813,15,175,2,3.9
402,57145,14,127,1,1.2
402,57145,14,6220,1,0.5
402,57139,13,120,1,0.5
402,57139,13,7628,1,0.5
402,57140,12,8425,1,1.2
402,265700,2,175,1,1.9
402,183133,5,9630,1,1.2
402,340946,1,475,1,1.9
402,62300,11,9344,1,0.5
402,57361,21,420,1,0.5
402,57361,21,4620,1,0.5
402,57361,21,7628,1,0.5
402,147520,20,3614,1,1.9
402,272578,19,104,1,1.3
402,272578,19,4602,1,0.4
402,57170,18,1028,1,0.5
402,57170,18,7628,1,0.5
402,340946,1,120,4,2
402,53295,10,1028,1,0.5
402,2564,27,9344,1,0.5
402,53344,9,1075,1,1.9
402,53270,8,1075,1,1.9
402,2056,7,1028,1,0.5
402,2056,7,175,1,1.9
402,2056,7,7628,1,0.5
402,258059,6,1020,1,0.5
402,258059,6,1075,1,1.9
402,185347,3,175,1,1.9
402,258059,6,7930,1,0.6
402,143838,4,8635,2,0.5
402,53295,10,1075,1,1.9
402,53295,10,1127,1,1.2
402,53295,10,1542,2,1
402,53295,10,7628,1,0.5
402,53295,10,8637,1,0.3
402,62300,11,1020,1,0.5
402,62300,11,1527,1,1.3
402,62300,11,1544,1,1
402,258059,6,3614,1,1.9
402,258255,51,5405,4,1
402,56953,42,1062,1,1.7
402,138965,46,9630,1,1.2
402,138965,46,420,1,0.5
402,138965,46,120,2,1
402,56916,44,7628,1,0.5
402,56916,44,1028,1,0.5
402,56924,45,1542,2,1
402,158587,55,1585,4,0.8
402,158587,55,120,4,2
402,106851,57,8088,12,1.6
402,106851,57,1544,10,9.7
402,106851,57,1542,20,10
402,56953,42,7628,2,1
402,267942,58,1028,3,1.5
402,366107,17,108,1,1.8
402,258255,51,1544,5,4.9
402,133778,52,9344,22,11
402,57178,30,175,2,3.9
