CD JUAREZ,36,04-sep-12,510,17,17,0,0,17,461.08,458.33,100.00%,100.00%,99.40%,09:11,17:49
CD JUAREZ,36,04-sep-12,511,23,23,0,0,23,536.92,531.92,100.00%,100.00%,99.07%,09:17,19:23
CD JUAREZ,36,04-sep-12,512,25,25,0,0,25,433.67,417.58,100.00%,100.00%,96.29%,09:13,17:52
CD JUAREZ,36,04-sep-12,520,17,17,0,0,17,377.08,373.33,100.00%,100.00%,99.01%,09:10,17:27
CD JUAREZ,36,05-sep-12,400,100,100,0,0,98,274.92,255.92,100.00%,98.00%,93.09%,09:28,20:51
CD JUAREZ,36,05-sep-12,403,74,74,0,0,65,249.75,218,100.00%,87.84%,87.29%,09:06,22:32
CD JUAREZ,36,05-sep-12,406,96,96,0,0,96,287.17,287.17,100.00%,100.00%,100.00%,08:10,15:52
CD JUAREZ,36,05-sep-12,407,132,132,0,0,132,337.58,329,100.00%,100.00%,97.46%,08:42,19:14
CD JUAREZ,36,05-sep-12,408,102,102,0,0,102,311.75,293.92,100.00%,100.00%,94.28%,08:24,18:10
CD JUAREZ,36,05-sep-12,409,42,41,1,0,41,324.67,320.67,97.62%,97.62%,98.77%,09:48,20:12
CD JUAREZ,36,05-sep-12,411,115,115,0,0,115,283.17,249.33,100.00%,100.00%,88.05%,09:08,18:44
CD JUAREZ,36,05-sep-12,412,105,103,0,2,101,370.25,330.83,98.10%,96.19%,89.35%,07:55,19:18
CD JUAREZ,36,05-sep-12,413,70,69,1,0,69,360.42,339.92,98.57%,98.57%,94.31%,08:17,19:07
CD JUAREZ,36,05-sep-12,414,81,81,0,0,79,255,249,100.00%,97.53%,97.65%,08:00,15:47
CD JUAREZ,36,05-sep-12,418,111,111,0,0,111,399.67,377.92,100.00%,100.00%,94.56%,09:55,21:03
CD JUAREZ,36,05-sep-12,419,87,87,0,0,81,293.08,278.83,100.00%,93.10%,95.14%,09:42,19:20
CD JUAREZ,36,05-sep-12,420,133,133,0,0,129,297.5,287.75,100.00%,96.99%,96.72%,09:08,20:14
CD JUAREZ,36,05-sep-12,424,115,115,0,0,114,318.83,313.42,100.00%,99.13%,98.30%,09:33,20:18
