2014/02/27,401,20,2340,81,8637,1,0.3,21:19:44
2014/02/27,401,20,2340,81,1542,6,3,21:19:44
2014/02/27,401,20,2340,81,5920,1,0.1,21:19:44
2014/02/27,401,20,2340,81,5926,1,0.1,21:19:44
2014/02/27,401,20,2340,81,8417,2,1,21:19:44
2014/02/27,401,20,3590,1,3513,1,0,21:19:44
2014/02/27,401,20,3590,1,3514,1,0,21:19:44
2014/02/27,401,20,3590,1,3515,1,0,21:19:44
2014/02/27,401,20,2340,81,1120,1,0.5,21:19:44
2014/02/27,401,20,2340,81,4620,1,0.5,21:19:44
2014/02/27,401,20,2340,81,5910,1,0.1,21:19:44
2014/02/27,401,20,2340,81,420,1,0.5,21:19:44
2014/02/27,401,20,3508,12,127,1,1.2,21:19:44
2014/02/27,401,20,2340,81,8667,1,0.3,21:19:44
2014/02/27,401,20,3009,15,124,1,1.3,21:19:44
2014/02/27,401,20,2340,81,8422,1,0.5,21:19:44
2014/02/27,401,20,94491,38,175,1,1.9,21:19:44
2014/02/27,401,20,103102,67,5718,1,1.2,21:19:44
2014/02/27,401,20,103225,44,175,1,1.9,21:19:44
2014/02/27,401,20,367712,45,110,2,2.1,21:19:44
2014/02/27,401,20,368354,78,110,1,1,21:19:44
2014/02/27,401,20,368354,78,1075,1,1.9,21:19:44
2014/02/27,401,20,379893,59,5728,1,1.9,21:19:44
2014/02/27,401,20,401254,47,127,1,1.2,21:19:44
2014/02/27,401,20,401254,47,175,2,3.9,21:19:44
2014/02/27,401,20,401254,47,1175,1,1.9,21:19:44
2014/02/27,401,20,2340,81,8636,1,0.3,21:19:44
2014/02/27,401,20,2805,10,3614,1,1.9,21:19:44
2014/02/27,401,20,3508,12,1127,1,1.2,21:19:44
2014/02/27,401,20,3414,43,110,1,1,21:19:44
2014/02/27,401,20,3414,43,175,1,1.9,21:19:44
2014/02/27,401,20,3396,8,1262,1,1.7,21:19:44
2014/02/27,401,20,3396,8,175,1,1.9,21:19:44
2014/02/27,401,20,3396,8,127,1,1.2,21:19:44
2014/02/27,401,20,3396,8,124,1,1.3,21:19:44
2014/02/27,401,20,3338,31,175,1,1.9,21:19:44
2014/02/27,401,20,2340,81,8421,1,0.5,21:19:44
2014/02/27,401,20,2676,17,8627,1,0.3,21:19:44
2014/02/27,401,20,2676,17,8626,1,0.3,21:19:44
2014/02/27,401,20,3020,16,124,2,2.5,21:19:44
2014/02/27,401,20,2676,17,8663,1,0.3,21:19:44
2014/02/27,401,20,3009,15,127,1,1.2,21:19:44
2014/02/27,401,20,3338,31,120,1,0.5,21:19:44
2014/02/27,401,20,3338,31,420,1,0.5,21:19:44
2014/02/27,401,20,2710,85,1544,4,3.9,21:19:44
2014/02/27,401,20,2571,83,8067,1,0.5,21:19:44
2014/02/27,401,20,2571,83,127,1,1.2,21:19:44
2014/02/27,401,20,2481,48,175,1,1.9,21:19:44
2014/02/27,401,20,2340,81,8654,1,0.3,21:19:44
2014/02/27,401,20,2845,7,1124,1,1.3,21:19:44
2014/02/27,401,20,2845,7,424,1,1.3,21:19:44
2014/02/27,401,20,2845,7,1527,1,1.3,21:19:44
2014/02/27,401,20,2845,7,1024,1,1.3,21:19:44
2014/02/27,401,20,401819,30,1127,1,1.2,21:19:44
2014/02/27,401,20,2676,17,8628,1,0.3,21:19:44
2014/02/27,401,20,2871,49,5925,2,0.2,21:19:44
2014/02/27,401,20,401254,47,110,1,1,21:19:44
2014/02/27,401,20,912778,40,120,1,0.5,21:19:44
2014/02/27,401,20,919123,54,175,1,1.9,21:19:44
2014/02/27,401,20,919123,54,1527,1,1.3,21:19:44
2014/02/27,401,20,919123,54,1124,1,1.3,21:19:44
2014/02/27,401,20,919123,54,124,1,1.3,21:19:44
2014/02/27,401,20,919123,54,424,1,1.3,21:19:44
2014/02/27,401,20,401822,51,4620,1,0.5,21:19:44
2014/02/27,401,20,401822,51,5997,1,1.9,21:19:44
2014/02/27,401,20,401822,51,424,1,1.3,21:19:44
2014/02/27,401,20,2871,49,5910,2,0.2,21:19:44
2014/02/27,401,20,911858,73,110,2,2.1,21:19:44
2014/02/27,401,20,2871,49,5920,2,0.2,21:19:44
2014/02/27,401,20,911816,61,1075,1,1.9,21:19:44
2014/02/27,401,20,2871,49,5912,1,0.1,21:19:44
2014/02/27,401,20,2871,49,5926,1,0.1,21:19:44
2014/02/27,401,20,2111,50,175,1,1.9,21:19:44
2014/02/27,401,20,1958,52,1124,1,1.3,21:19:44
2014/02/27,401,20,912778,40,175,1,1.9,21:19:44
2014/02/27,401,20,915472,64,175,1,1.9,21:19:44
2014/02/27,401,20,917734,56,475,1,1.9,21:19:44
2014/02/27,401,20,918944,71,5997,1,1.9,21:19:44
2014/02/27,401,20,920237,62,1124,1,1.3,21:19:44
2014/02/27,401,20,920237,62,124,2,2.5,21:19:44
2014/02/27,401,20,920237,62,1527,1,1.3,21:19:44
2014/02/27,401,20,921048,14,6789,1,0.6,21:19:44
2014/02/27,401,20,2871,49,5921,1,0.1,21:19:44
2014/02/27,401,20,910188,26,5997,1,1.9,21:19:44
2014/02/27,401,20,907651,58,110,1,1,21:19:44
2014/02/27,401,20,401819,30,427,1,1.2,21:19:44
2014/02/27,401,20,906901,82,175,1,1.9,21:19:44
2014/02/27,401,20,907260,18,5735,1,1.9,21:19:44
2014/02/27,401,20,913766,11,1527,5,6.3,21:19:44
2014/02/27,401,20,913766,11,1542,10,5,21:19:44
2014/02/27,401,20,913766,11,1544,5,4.9,21:19:44
2014/02/27,401,20,919383,6,127,1,1.2,21:19:44
2014/02/27,401,20,919444,3,1075,1,1.9,21:19:44
2014/02/27,401,20,922495,5,124,1,1.3,21:19:44
2014/02/27,401,20,922495,5,5997,1,1.9,21:19:44
2014/02/27,401,20,912359,29,175,1,1.9,21:19:44
2014/02/27,401,20,910188,26,1175,1,1.9,21:19:44
2014/02/27,401,20,399705,4,1527,3,3.8,21:19:44
2014/02/27,401,20,910188,26,3727,1,1.2,21:19:44
2014/02/27,401,20,910188,26,124,1,1.3,21:19:44
2014/02/27,401,20,910188,26,175,1,1.9,21:19:44
2014/02/27,401,20,910574,69,5735,1,1.9,21:19:44
2014/02/27,401,20,911562,60,124,1,1.3,21:19:44
2014/02/27,401,20,911771,63,5728,1,1.9,21:19:44
2014/02/27,401,20,60686,53,8705,1,0.5,21:19:44
2014/02/27,401,20,60686,53,1544,1,1,21:19:44
2014/02/27,401,20,60686,53,8703,1,0.5,21:19:44
2014/02/27,401,20,60686,53,8626,1,0.3,21:19:44
2014/02/27,401,20,60686,53,8627,1,0.3,21:19:44
2014/02/27,401,20,911816,61,175,1,1.9,21:19:44
2014/02/27,401,20,909315,77,110,1,1,21:19:44
2014/02/27,401,20,2637,9,3614,1,1.9,21:19:44
2014/02/27,401,20,372404,2,6872,1,0.5,21:19:44
2014/02/27,401,20,3503,24,175,1,1.9,21:19:44
2014/02/27,401,20,3503,24,475,1,1.9,21:19:44
2014/02/27,401,20,3774,19,420,1,0.5,21:19:44
2014/02/27,401,20,3774,19,1020,1,0.5,21:19:44
2014/02/27,401,20,2480,13,124,1,1.3,21:19:44
2014/02/27,401,20,2637,9,8663,1,0.3,21:19:44
2014/02/27,401,20,2637,9,8425,1,1.2,21:19:44
2014/02/27,401,20,2637,9,175,1,1.9,21:19:44
2014/02/27,401,20,2637,9,8426,1,1.2,21:19:44
2014/02/27,401,20,2637,9,8637,1,0.3,21:19:44
2014/02/27,401,20,3450,35,124,1,1.3,21:19:44
2014/02/27,401,20,2637,9,8667,1,0.3,21:19:44
2014/02/27,401,20,3450,35,6789,1,0.6,21:19:44
2014/02/27,401,20,2676,17,175,1,1.9,21:19:44
2014/02/27,401,20,3774,19,4620,1,0.5,21:19:44
2014/02/27,401,20,3774,19,120,1,0.5,21:19:44
2014/02/27,401,20,3774,19,1120,1,0.5,21:19:44
2014/02/27,401,20,7443,55,1120,1,0.5,21:19:44
2014/02/27,401,20,7443,55,120,1,0.5,21:19:44
2014/02/27,401,20,7443,55,6340,1,0.5,21:19:44
