2014/03/18,6008,23,12845,41,1627,2,2.3,18.21,19:10:8
2014/03/18,6008,23,12845,41,1675,2,3.9,18.21,19:10:8
2014/03/18,6008,23,13208,63,1542,300,150,18.21,19:10:8
2014/03/18,6008,23,1453,1,175,1,1.9,18.21,19:10:8
2014/03/18,6008,23,1453,1,7628,1,0.5,18.21,19:10:8
2014/03/18,6008,23,16036,13,1026,1,0.9,18.21,19:10:8
2014/03/18,6008,23,16036,13,4700,1,0.9,18.21,19:10:8
2014/03/18,6008,23,16036,13,7628,1,0.5,18.21,19:10:8
2014/03/18,6008,23,16036,13,8422,1,0.5,18.21,19:10:8
2014/03/18,6008,23,17570,12,1026,1,0.9,18.21,19:10:8
2014/03/18,6008,23,17570,12,1139,1,0.6,18.21,19:10:8
2014/03/18,6008,23,17570,12,139,1,0.6,18.21,19:10:8
2014/03/18,6008,23,17570,12,1639,1,0.6,18.21,19:10:8
2014/03/18,6008,23,17570,12,4700,1,0.9,18.21,19:10:8
2014/03/18,6008,23,17913,21,8421,1,0.5,18.21,19:10:8
2014/03/18,6008,23,17913,21,8422,1,0.5,18.21,19:10:8
2014/03/18,6008,23,17913,21,8423,1,0.5,18.21,19:10:8
2014/03/18,6008,23,18591,30,175,2,3.9,18.21,19:10:8
2014/03/18,6008,23,18613,24,1542,50,25,18.21,19:10:8
2014/03/18,6008,23,18613,24,1624,9,11.3,18.21,19:10:8
2014/03/18,6008,23,18613,24,8064,7,3.5,18.21,19:10:8
2014/03/18,6008,23,18768,44,1527,1,1.3,18.21,19:10:8
2014/03/18,6008,23,18768,44,1542,1,0.5,18.21,19:10:8
2014/03/18,6008,23,19291,35,1542,1,0.5,18.21,19:10:8
2014/03/18,6008,23,19291,35,420,1,0.5,18.21,19:10:8
2014/03/18,6008,23,19291,35,8422,1,0.5,18.21,19:10:8
2014/03/18,6008,23,19439,55,175,1,1.9,18.21,19:10:8
2014/03/18,6008,23,20520,9,8703,1,0.5,18.21,19:10:8
2014/03/18,6008,23,20520,9,8705,1,0.5,18.21,19:10:8
2014/03/18,6008,23,20520,9,8900,1,0.5,18.21,19:10:8
2014/03/18,6008,23,21741,10,139,1,0.6,18.21,19:10:8
