2014/04/27,101,7,10060,25,3,2.9,4.1,11.86
2014/04/27,101,7,11705,24,4,1.6,0.6,11.86
2014/04/27,101,7,12220,7,3,3.3,4.4,11.86
2014/04/27,101,7,150682,8,8,4.6,5,11.86
2014/04/27,101,7,153765,14,3,3.6,5.1,11.86
2014/04/27,101,7,153768,1,2,1.8,2.4,11.86
2014/04/27,101,7,155848,21,11,9,10.7,11.86
2014/04/27,101,7,155870,19,5,2.5,2.7,11.86
2014/04/27,101,7,155891,3,6,2.7,2.9,11.86
2014/04/27,101,7,155969,16,5,2.5,2.5,11.86
2014/04/27,101,7,164181,11,22,7.3,7.7,11.86
2014/04/27,101,7,164183,18,2,2.6,3.8,11.86
2014/04/27,101,7,164186,20,1,1,1.3,11.86
2014/04/27,101,7,170604,15,2,2.3,3.1,11.86
2014/04/27,101,7,170638,12,4,3.3,4.1,11.86
2014/04/27,101,7,170640,10,1,1,1.3,11.86
2014/04/27,101,7,170643,13,2,2.6,3.8,11.86
2014/04/27,101,7,174241,2,2,2.6,3.8,11.86
2014/04/27,101,7,174315,4,2,1.8,2.4,11.86
2014/04/27,101,7,194042,26,2,2.6,3.8,11.86
2014/04/27,101,7,1943,23,3,2.8,4.1,11.86
2014/04/27,101,7,2116,17,1,1.3,1.9,11.86
2014/04/27,101,7,3239,5,1,1,1.2,11.86
2014/04/27,101,7,8182,9,2,1.3,4.5,11.86
2014/04/27,101,7,8329,22,3,3.6,5.1,11.86
2014/04/27,101,7,970263,6,1,1,1.2,11.86
2014/04/27,104,7,10407,37,4,1.8,1.8,15.45
2014/04/27,104,7,10705,30,2,1,1,15.45
2014/04/27,104,7,10706,43,3,1.5,1.5,15.45
2014/04/27,104,7,10903,8,3,1.1,1.1,15.45
2014/04/27,104,7,1136,32,23,10.9,12.6,15.45
2014/04/27,104,7,11606,47,5,2.5,2.5,15.45
2014/04/27,104,7,11639,50,4,1.4,1.4,15.45
2014/04/27,104,7,11827,26,3,1,1,15.45
2014/04/27,104,7,12747,22,2,1,1,15.45
2014/04/27,104,7,13016,23,7,3,3,15.45
2014/04/27,104,7,13390,56,5,4,2.8,15.45
2014/04/27,104,7,13631,49,3,2.5,2.8,15.45
2014/04/27,104,7,13903,25,8,2.1,2.1,15.45
2014/04/27,104,7,14170,34,3,3,1.8,15.45
2014/04/27,104,7,14316,19,4,2,2,15.45
2014/04/27,104,7,14555,10,5,3.3,3.9,15.45
2014/04/27,104,7,158268,27,2,1,1,15.45
2014/04/27,104,7,1588,11,1,1,1.7,15.45
2014/04/27,104,7,160731,54,5,3.8,5.4,15.45
2014/04/27,104,7,164591,3,2,1,1,15.45
2014/04/27,104,7,164599,46,1,1.3,1.9,15.45
2014/04/27,104,7,164600,21,4,2.8,3.6,15.45
2014/04/27,104,7,164646,53,7,3.7,10.2,15.45
2014/04/27,104,7,164668,18,2,1,1,15.45
2014/04/27,104,7,175875,36,3,1.3,1.3,15.45
2014/04/27,104,7,193727,2,2,1,1,15.45
2014/04/27,104,7,193832,33,4,1,1,15.45
