2014/03/22,6000,3,1006221,39,1175,1,1.9,26.33,18:32:22
2014/03/22,6000,3,1006497,55,175,1,1.9,26.33,18:32:22
2014/03/22,6000,3,1006897,76,175,1,1.9,26.33,18:32:22
2014/03/22,6000,3,1007820,11,1542,3,1.5,26.33,18:32:22
2014/03/22,6000,3,1007820,11,1580,3,12.7,26.33,18:32:22
2014/03/22,6000,3,1007820,11,175,1,1.9,26.33,18:32:22
2014/03/22,6000,3,1080,56,1127,1,1.2,26.33,18:32:22
2014/03/22,6000,3,1080,56,175,1,1.9,26.33,18:32:22
2014/03/22,6000,3,1080,56,7928,1,0.6,26.33,18:32:22
2014/03/22,6000,3,1080,56,7930,1,0.6,26.33,18:32:22
2014/03/22,6000,3,1080,56,7937,1,0.3,26.33,18:32:22
2014/03/22,6000,3,1080,56,7938,1,0.3,26.33,18:32:22
2014/03/22,6000,3,1164,15,1120,1,0.5,26.33,18:32:22
2014/03/22,6000,3,1164,15,120,5,2.5,26.33,18:32:22
2014/03/22,6000,3,1164,15,1620,8,4,26.33,18:32:22
2014/03/22,6000,3,1164,15,1675,1,1.9,26.33,18:32:22
2014/03/22,6000,3,1164,15,1720,2,1,26.33,18:32:22
2014/03/22,6000,3,1164,15,4620,1,0.5,26.33,18:32:22
2014/03/22,6000,3,1164,15,6220,3,1.5,26.33,18:32:22
2014/03/22,6000,3,1164,15,6340,1,0.5,26.33,18:32:22
2014/03/22,6000,3,1164,15,7928,1,0.6,26.33,18:32:22
2014/03/22,6000,3,1164,15,7929,1,0.6,26.33,18:32:22
2014/03/22,6000,3,1164,15,7930,2,1.2,26.33,18:32:22
2014/03/22,6000,3,1164,15,7933,2,1.2,26.33,18:32:22
2014/03/22,6000,3,1164,15,8139,3,1.9,26.33,18:32:22
2014/03/22,6000,3,1164,15,8626,1,0.3,26.33,18:32:22
2014/03/22,6000,3,1164,15,8628,1,0.3,26.33,18:32:22
2014/03/22,6000,3,1164,15,8635,1,0.3,26.33,18:32:22
2014/03/22,6000,3,1164,15,8636,2,0.5,26.33,18:32:22
2014/03/22,6000,3,1164,15,8637,3,0.8,26.33,18:32:22
2014/03/22,6000,3,1164,15,8654,2,0.5,26.33,18:32:22
2014/03/22,6000,3,1164,15,8662,2,0.5,26.33,18:32:22
2014/03/22,6000,3,1164,15,8703,2,1,26.33,18:32:22
2014/03/22,6000,3,1164,15,8706,1,0.5,26.33,18:32:22
2014/03/22,6000,3,1164,15,8775,1,0.3,26.33,18:32:22
2014/03/22,6000,3,1164,15,987,6,3.7,26.33,18:32:22
2014/03/22,6000,3,12418,25,1527,1,1.3,26.33,18:32:22
2014/03/22,6000,3,12418,25,1542,1,0.5,26.33,18:32:22
2014/03/22,6000,3,12418,25,1544,1,1,26.33,18:32:22
2014/03/22,6000,3,12430,4,1620,1,0.5,26.33,18:32:22
2014/03/22,6000,3,12430,4,420,1,0.5,26.33,18:32:22
2014/03/22,6000,3,12430,4,4620,1,0.5,26.33,18:32:22
2014/03/22,6000,3,12553,78,7628,4,2,26.33,18:32:22
2014/03/22,6000,3,12781,3,1580,3,12.7,26.33,18:32:22
2014/03/22,6000,3,12781,3,4700,1,0.9,26.33,18:32:22
2014/03/22,6000,3,12781,3,8637,1,0.3,26.33,18:32:22
2014/03/22,6000,3,12781,3,8703,1,0.5,26.33,18:32:22
2014/03/22,6000,3,12781,3,8705,1,0.5,26.33,18:32:22
2014/03/22,6000,3,12799,14,139,2,1.2,26.33,18:32:22
2014/03/22,6000,3,13072,16,139,2,1.2,26.33,18:32:22
2014/03/22,6000,3,13072,16,7936,1,0.6,26.33,18:32:22
2014/03/22,6000,3,13072,16,8635,1,0.3,26.33,18:32:22
2014/03/22,6000,3,13072,16,8636,1,0.3,26.33,18:32:22
2014/03/22,6000,3,13072,16,8654,1,0.3,26.33,18:32:22
2014/03/22,6000,3,13072,16,8703,1,0.5,26.33,18:32:22
2014/03/22,6000,3,13072,16,8704,1,0.5,26.33,18:32:22
2014/03/22,6000,3,13072,16,8705,1,0.5,26.33,18:32:22
2014/03/22,6000,3,13072,16,8706,1,0.5,26.33,18:32:22
2014/03/22,6000,3,13072,16,8900,1,0.5,26.33,18:32:22
2014/03/22,6000,3,1369,19,1620,1,0.5,26.33,18:32:22
2014/03/22,6000,3,1369,19,175,1,1.9,26.33,18:32:22
2014/03/22,6000,3,1369,19,8706,1,0.5,26.33,18:32:22
2014/03/22,6000,3,13868,52,104,1,1.3,26.33,18:32:22
2014/03/22,6000,3,13868,52,1104,1,1.3,26.33,18:32:22
2014/03/22,6000,3,13868,52,1604,1,1.3,26.33,18:32:22
2014/03/22,6000,3,13868,52,404,1,1.3,26.33,18:32:22
2014/03/22,6000,3,13868,52,4602,1,0.4,26.33,18:32:22
2014/03/22,6000,3,13931,30,175,1,1.9,26.33,18:32:22
2014/03/22,6000,3,14267,67,1675,1,1.9,26.33,18:32:22
2014/03/22,6000,3,14458,29,1026,1,0.9,26.33,18:32:22
2014/03/22,6000,3,14458,29,1626,2,1.8,26.33,18:32:22
