Octubre,42,Viernes,18,420,88,0.35,296,236.6,0.43,0.99,0.99,0.98
Octubre,42,Viernes,18,424,84,0.42,296,247.8,0.45,1,0.99,1.01
Octubre,42,Viernes,18,425,77,0.42,336,263.4,0.48,1,0.99,0.97
Octubre,42,Viernes,18,426,88,0.40,525,435.8,0.79,0.99,0.99,0.98
Octubre,42,Sabado,19,400,75,0.31,388,277.3,0.5,0.97,0.97,0.98
Octubre,42,Sabado,19,403,39,0.44,225,251.8,0.46,1,1,1.01
Octubre,42,Sabado,19,406,55,0.33,431,241.4,0.44,1,1,0.99
Octubre,42,Sabado,19,407,86,0.38,396,279.2,0.51,1,0.99,0.96
Octubre,42,Sabado,19,408,83,0.37,307,230.7,0.42,1,1,0.91
Octubre,42,Sabado,19,411,57,0.37,299,210,0.38,1,0.98,0.98
Octubre,42,Sabado,19,412,70,0.37,294,201,0.37,1,0.97,0.97
Octubre,42,Sabado,19,413,60,0.40,339,216.6,0.39,1,0.95,0.89
Octubre,42,Sabado,19,414,94,0.46,380,261.9,0.48,1,1,0.95
Octubre,42,Sabado,19,418,77,0.48,287,217.8,0.4,0.99,0.99,0.88
Octubre,42,Sabado,19,419,83,0.43,328,250.9,0.46,1,1,0.98
Octubre,42,Sabado,19,420,68,0.52,393,279,0.51,1,0.99,0.98
Octubre,42,Sabado,19,424,79,0.54,267,208.1,0.38,1,1,0.97
Octubre,42,Sabado,19,425,83,0.41,356,278.8,0.51,1,1,0.99
Octubre,42,Sabado,19,426,91,0.33,346,245.2,0.45,1,1,0.98
